web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_start,event_end,event_image-src,event_title1,event_title2,event_text,event_maplink__1,event_cost__0,event_category__Actividad__La Capella,event_organizer__La Capella,event_venue__La Capella,event_id
1521214137-12,http://lacapella.bcn.cat/es/activitats/actuals,Kill sound before sound kills you: fenomenología política del ruido,http://lacapella.bcn.cat/es/activitats/kill-sound-sound-kills-you-fenomenolog%C3%ADa-pol%C3%ADtica-del-ruido,"Miércoles, 21 Marzo, 2018","Miércoles, 21 Marzo, 2018",http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/jerico.jpg,Kill sound before sound kills you: fenomenología política del ruido,Dani Montlleó,"Charla “Kill sound before sound kills you”, a cargo de Arnau Horta. Presentado por Alexandra Laudo.
Presentación de la publicación “El gafe y la revolución (La revolución gafada)”, de Dani Montlleó.",null,null,null,null,null,/es/activitats/kill-sound-sound-kills-you-fenomenolog%C3%ADa-pol%C3%ADtica-del-ruido
