web-scraper-order,web-scraper-start-url,event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
1521214373-67,http://www.artbarcelona.es/es/agenda/,http://www.artbarcelona.es/wp-content/uploads/2018/03/GM-309-copia.jpg,ProjecteSD,,http://www.artbarcelona.es/es/exposiciones/guy-mees-espace-perdu-una-exposicion-en-dos-capitulos/,Guy Mees,,13.03.18 – 26.05.18,ProjecteSD,GUY MEES: ESPACE PERDU. UNA EXPOSICIÓN EN DOS CAPÍTULOS,"Ésta es la primera exposición individual en nuestro país del artista Guy Mees (1935-2003), importante figura de la escena vanguardista belga de los años 70 cuya singular obra escapa a clasificaciones estéticas y discursivas convencionales. La exposición se ha estructurado en dos capítulos, cada uno de ellos centrados en distintas obras y periodos del desarrollo del artista. La intención de esta doble presentación es, obviamente, ofrecer una visión más completa de la obra de Mees, pero también, y no menos importante, dar la adecuada dimensión espacial a las obras seleccionadas.
El título de la exposición Espace Perdu (Espacio Perdido) se refiere al concepto genérico que Mees utilizó en dos momentos distintos de su trayectoria. La primera vez que aparece el término “Verloren Ruimte” es en un grupo de obras, paneles y objetos, que Mees realizó utilizando encaje industrial y que creó entre los años 1960 y 1967. Veinte años más tarde, a mediados de los ochenta, volvió a la idea de espacio perdido en una segunda serie de “Verloren Ruimte”. Sin ninguna relación formal con las anteriores obras epónimas de los años 60, este segundo grupo de trabajos consistía en tiras finas de papel de color cortado en formas varias y directamente clavados en el muro.",null,null,null,http://www.artbarcelona.es/es/exposiciones/guy-mees-espace-perdu-una-exposicion-en-dos-capitulos/
1521214338-44,http://www.artbarcelona.es/es/agenda/,http://www.artbarcelona.es/wp-content/uploads/2018/03/GM-309-copia.jpg,ProjecteSD,,,Guy Mees,13.03.18 – 26.05.18,13.03.18 – 26.05.18,ProjecteSD,GUY MEES: ESPACE PERDU. UNA EXPOSICIÓN EN DOS CAPÍTULOS,,null,null,null,http://www.artbarcelona.es/es/exposiciones/guy-mees-espace-perdu-una-exposicion-en-dos-capitulos/
