web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_start,event_end,event_image-src,event_title1,event_title2,event_text,event_maplink__1,event_cost__0,event_category__Exposición__La Capella__Arte emergente__Arte local__Próximas inauguraciones,event_organizer__La Capella,event_venue__La Capella,event_id
"1535709168-7","http://lacapella.bcn.cat/es/exposicions/futures","Art Nou 2018. Punto de información","http://lacapella.bcn.cat/es/exposicions/art-nou-2018-punto-de-informaci%C3%B3n","Martes, 4 Septiembre, 2018","Domingo, 23 Septiembre, 2018","http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/exposicions/artnou_logo_web.jpg","Art Nou 2018. Punto de información","Varios artistes","La Capella acoge el punto de información de la 7ª edición de Art Nou. Encontraréis toda la información detallada sobre la programación de exposiciones y actividades paralelas de las galerías, centros y artistas que participan.","null","null","null","null","null","/es/exposicions/art-nou-2018-punto-de-informaci%C3%B3n"
