web-scraper-order,web-scraper-start-url,event_title,event_start,event_text,event_image-src,event_end,event_category__Exposición__La Pedrera__Próximas inauguraciones,event_organizer__La Pedrera,event_venue__La Pedrera,event_maplink__1,event_cost__4,event_id,event_link,event_link-href
"1534435709-140","https://www.lapedrera.com/es/agenda-actividades-barcelona","Obras abiertas. El arte en movimiento","28/09/2018","Nueva exposición a partir del 28 de septiembre de 2018","/sites/default/files/2018-08/exposicio-obres-obertes-pedrera.jpg","27/01/2019","null","null","null","null","null","Obras abiertas. El arte en movimiento","Obras abiertas. El arte en movimiento","https://www.lapedrera.com/es/agenda-actividades-barcelona/exposiciones-actuales/obras-abiertas-el-arte-en-movimiento"
