event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__Fundación Mapfre__Exposición__Próximas inauguraciones,event_maplink__1,event_organizer__Fundación Mapfre,event_venue__Fundación Mapfre,event_cost__0,event_id,event_title
"","https://www.fundacionmapfre.org/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/infierno-segun-rodin.jsp","https://www.fundacionmapfre.org/fundacion/es_es/images/auguste-rodin-v2-894x_tcm1069-420882_thumbnail_w283_h-1.jpg","11/10/2017","21/01/2018","Exposición en Barcelona. Sala Fundación MAPFRE Casa Garriga Nogués
				
				
				
				Del 11/10/2017 al 21/01/2018
				
				
				Explorar la creación de un icono del arte de fin de siglo, La puerta del Infierno de Auguste Rodin es nuestra propuesta en Barcelona del 11 de octubre del presente año al 21 de enero de 2018. Esta exposición reúne un centenar de esculturas y unos treinta dibujos, que raramente han sido expuestos, así como varias maquetas y modelos que permiten seguir el proceso creativo del escultor y la evolución que fue sufriendo la Puerta a lo largo de los años. Considerada como la obra central de la carrera del escultor francés, que trabajó durante más de veinte años en ella, esta obra monumental ofrece una visión espectacular del infierno, febril y tormentosa, pero también sensual y evocadora.","null","null","null","null","null","/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/infierno-segun-rodin.jsp","El Infierno según Rodin"
