event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src,event_organizer__Hangar
Taller  de fotografía “El autorretrato como proceso creativo inconsciente” a cargo de Cristina Nuñez,14 y 15  octubre 2017,14 y 15  octubre 2017,14 y 15  octubre 2017,null,,https://hangar.org/es/news/espanol-taller-de-fotografia-el-autorretrato-como-proceso-creativo-inconsciente-a-cargo-de-cristina-nunez/,null,null,null,https://hangar.org/es/news/espanol-taller-de-fotografia-el-autorretrato-como-proceso-creativo-inconsciente-a-cargo-de-cristina-nunez/,https://hangar.org/webnou/wp-content/uploads/2017/09/2U0A1422-200x150.jpg,null
Taller “ARTISTA/FOTÓGRAFO: la creación de la obra y el mercado del Arte” a cargo de  Francesco Pergolesi,"1, 2 y 3 diciembre 2017","1, 2 y 3 diciembre 2017","1, 2 y 3 diciembre 2017",null,,https://hangar.org/es/news/espanol-taller-artistafotografo-la-creacion-de-la-obra-y-el-mercado-del-arte-a-cargo-de-francesco-pergolesi/,null,null,null,https://hangar.org/es/news/espanol-taller-artistafotografo-la-creacion-de-la-obra-y-el-mercado-del-arte-a-cargo-de-francesco-pergolesi/,https://hangar.org/webnou/wp-content/uploads/2017/09/instal-200x150.jpg,null
Taller “Adquisición y uso crítico del inglés para artistas y trabajadores de la cultura”,"20, 22, 27, 29 noviembre y 4 diciembre","20, 22, 27, 29 noviembre y 4 diciembre","20, 22, 27, 29 noviembre y 4 diciembre",null,,https://hangar.org/es/news/taller-adquisicio-i-lus-critic-de-l-angles-per-a-artistes-i-treballadors-de-la-cultura/,null,null,null,https://hangar.org/es/news/taller-adquisicio-i-lus-critic-de-l-angles-per-a-artistes-i-treballadors-de-la-cultura/,https://hangar.org/webnou/wp-content/uploads/2017/07/angles-200x150.jpg,null
