event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__3,event_organizer__Fundació Foto Colectania,event_venue__Fundació Foto Colectania,event_category__Exposición__Fundació Foto Colectania__Fotografía__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
"Total Records. Vinilos y fotografía","http://fotocolectania.org/uploads/600-470-numamahyjyqededasaqa6usy8ezymu6uvy8egy6anaru2u2agajune4e2ysetyreje6unuty2a5apypemenubu3adysunezede3y1500738339.jpg","null","22 de noviembre de 2017","11 de marzo de 2018","null","null","null","null","null","/es/exhibition/110/total-records-vinilos-y-fotografia","Total Records. Vinilos y fotografía","http://fotocolectania.org/es/exhibition/110/total-records-vinilos-y-fotografia","null"
