web-scraper-order,web-scraper-start-url,event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src,event_organizer__Hangar
1523520302-81,https://hangar.org/es/category/programa-hangar/formacio-continua/,El cine-ensayo (o la forma peligrosa de mezclar lo personal con el presente) a cargo de Andrés Duque,6 marzo - 17 abril 2018,6 marzo - 17 abril 2018,6 marzo - 17 abril 2018,null,,https://hangar.org/es/programa-hangar/formacio-continua/curs-el-cinema-assaig-o-la-forma-perillosa-de-barrejar-allo-personal-amb-el-present-a-carrec-dandres-duque/,null,null,null,https://hangar.org/es/programa-hangar/formacio-continua/curs-el-cinema-assaig-o-la-forma-perillosa-de-barrejar-allo-personal-amb-el-present-a-carrec-dandres-duque/,https://hangar.org/webnou/wp-content/uploads/2015/07/IMG_0696-200x150.jpg,null
1523520352-90,https://hangar.org/es/category/programa-hangar/formacio-continua/,"Taller de oráculos: autoconstrucción, análisis y producción de herramientas para la gestión de la realidad","9, 16, 23, 30 mayo 2018","9, 16, 23, 30 mayo 2018","9, 16, 23, 30 mayo 2018",null,,https://hangar.org/es/workshops-artist2artists/taller-doracles-autoconstruccio-analisi-i-produccio-deines-per-a-la-gestio-de-la-realitat/,null,null,null,https://hangar.org/es/workshops-artist2artists/taller-doracles-autoconstruccio-analisi-i-produccio-deines-per-a-la-gestio-de-la-realitat/,https://hangar.org/webnou/wp-content/uploads/2018/03/oraculos-200x150.jpg,null
