event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__6,event_venue__CCCB,event_category__CCCB__Actividad,event_id,event_title2,event_start,event_end
Taller de combinatoria y código creativo. Sistemas ordenados para el arte visual (digital),http://www.cccb.org/es/actividades/ficha/taller-de-combinatoria-y-codigo-creativo-sistemas-ordenados-para-el-arte-visual-digital/224129,Taller de combinatoria y código creativo. Sistemas ordenados para el arte visual (digital),http://www.cccb.org/rcs_gene/Taller-ok.jpg,"En este taller, impartido por la artista y profesora Lali Barrière, trabajaremos la combinatoria y la aplicación de algoritmos en el arte visual digital con la herramienta Processing.La obra de destacados pioneros del arte digital servirá de punto de partida e inspiración.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/taller-de-combinatoria-y-codigo-creativo-sistemas-ordenados-para-el-arte-visual-digital/224129,A cargo de Lali Barrière,15 octubre 2016,15 octubre 2016
Del «ars combinatòria» a Wikidata,http://www.cccb.org/es/actividades/ficha/del-ars-combinatoria-a-wikidata/224219,Del «ars combinatòria» a Wikidata,,"Wikimaratón de Wikidata sobre Ramon Llull y su obra, para ordenar el corpus de conocimiento contenido por la enciclopedia colaborativa, lo que permite su reutilización en los diferentes proyectos de Wikimedia. Si con «ars combinatoria» Llull organizaba un sistema de conocimiento, en esta wikimaratón, los wikipedistas sistematizarán el conocimiento luliano trabajado a lo largo del #añollull",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/del-ars-combinatoria-a-wikidata/224219,Wikimaratón de Wikidata sobre Ramon Llull,8 octubre 2016,8 octubre 2016
Verdad y amnesia en la China contemporánea,http://www.cccb.org/es/actividades/ficha/verdad-y-amnesia-en-la-china-contemporanea/224378,Verdad y amnesia en la China contemporánea,http://www.cccb.org/rcs_gene/lianke.jpg,"El escritor chino Yan Lianke, nominado al Man Booker International Prize por Los cuatro libros (Galaxia Gutenberg, 2016), conversará con Manel Ollé.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/verdad-y-amnesia-en-la-china-contemporanea/224378,Yan Lianke en conversación con Manel Ollé,13 octubre 2016,13 octubre 2016
