web-scraper-order,web-scraper-start-url,event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src,event_organizer__Hangar
1537974606-43,https://hangar.org/es/category/programa-hangar/formacio-continua/,Queering damage: metodologías para reparaciones parciales… o no,19 octubre 2018 / de 10 h a 18 h - Hangar,19 octubre 2018 / de 10 h a 18 h - Hangar,19 octubre 2018 / de 10 h a 18 h - Hangar,null,,https://hangar.org/es/programa-hangar/formacio-continua/workshop-collaboratiu-amb-helen-pritchard-jara-rocha-i-laura-benitez/,null,null,null,https://hangar.org/es/programa-hangar/formacio-continua/workshop-collaboratiu-amb-helen-pritchard-jara-rocha-i-laura-benitez/,https://hangar.org/webnou/wp-content/uploads/2018/09/fotoactivitat-200x150.jpeg,null
1537974656-53,https://hangar.org/es/category/programa-hangar/formacio-continua/,Animal hacker: Encuentros queer con las artes oscuras y la bioanalítica,20 octubre 2018 / 19'30 h - Auditori Meier MACBA,20 octubre 2018 / 19'30 h - Auditori Meier MACBA,20 octubre 2018 / 19'30 h - Auditori Meier MACBA,null,,https://hangar.org/es/programa-hangar/formacio-continua/xerrada-de-helen-pritchard-en-el-marc-de-la-biennal-del-pensament/,null,null,null,https://hangar.org/es/programa-hangar/formacio-continua/xerrada-de-helen-pritchard-en-el-marc-de-la-biennal-del-pensament/,https://hangar.org/webnou/wp-content/uploads/2018/09/helen-200x150.jpeg,null
1537974664-55,https://hangar.org/es/category/programa-hangar/formacio-continua/,SF Trans*Plant. Introducción teórico-práctica al bio-hacking a través del espejo quimérico.,18 noviembre 2018 / De 15 h a 21 h - Hangar,18 noviembre 2018 / De 15 h a 21 h - Hangar,18 noviembre 2018 / De 15 h a 21 h - Hangar,null,,https://hangar.org/es/programa-hangar/formacio-continua/sf-transplant-introduccio-teorico-practica-al-biohacking-a-traves-del-mirall-quimeric/,null,null,null,https://hangar.org/es/programa-hangar/formacio-continua/sf-transplant-introduccio-teorico-practica-al-biohacking-a-traves-del-mirall-quimeric/,https://hangar.org/webnou/wp-content/uploads/2018/09/flyer-SF-TransPlant-workshop-_-QUimera-Rosa-200x150.jpeg,null
1537974650-52,https://hangar.org/es/category/programa-hangar/formacio-continua/,Sistemas interactivos basados en visión artificial para la instalación y performance,"5, 7, 9, 12, 14, 16, 19, 21, 23 noviembre 2018 / 18'30 h - Hangar","5, 7, 9, 12, 14, 16, 19, 21, 23 noviembre 2018 / 18'30 h - Hangar","5, 7, 9, 12, 14, 16, 19, 21, 23 noviembre 2018 / 18'30 h - Hangar",null,,https://hangar.org/es/news/sistemes-interactius-basats-en-visio-artificial-per-a-la-installacio-i-performance/,null,null,null,https://hangar.org/es/news/sistemes-interactius-basats-en-visio-artificial-per-a-la-installacio-i-performance/,https://hangar.org/webnou/wp-content/uploads/2018/09/interact3-200x150.jpeg,null
