web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__Fundación Mapfre__Exposición__Próximas inauguraciones,event_maplink__1,event_organizer__Fundación Mapfre,event_venue__Fundación Mapfre,event_cost__0,event_id,event_title
"1537822332-4","https://www.fundacionmapfre.org/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/","","https://www.fundacionmapfre.org/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/picasso-picabia.jsp","/fundacion/es_es/images/picasso-picabia-894x_tcm1069-501619_thumbnail_w283_h-1.jpg","11/10/2018","13/01/2019","Exposición en Barcelona. Sala Fundación MAPFRE Casa Garriga Nogués
				
				
				
				Del 11/10/2018 al 13/01/2019
				
				
				A partir del día 11 de octubre de 2018 podrás disfrutar de la exposición Picasso-Picabia. La pintura en cuestión, una muestra dedicada a dos de los personajes fundamentales en la historia del arte, a los que nunca se les había asociado de la forma que en esta ocasión se hace. La exposición podrá visitarse hasta el 13 de enero de 2019 en la sala de exposiciones de Fundación MAPFRE de Barcelona (Casa Garriga Nogués).
				Comprar","null","null","null","null","null","/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/picasso-picabia.jsp","Picasso - Picabia. La pintura en cuestión"
