http://www.fundaciotapies.org/site/spip.php?article8474,Documents of Action. Works from the Denney and Cordier Collections (1947–65),<p><img src='http://www.fundaciotapies.org/site/IMG/arton8473.gif' width='228' height='182' alt='Documents of Action. Works from the Denney and Cordier Collections (1947–65)' />..........................................................................................................................</p><p><a href='http://www.fundaciotapies.org/site/spip.php?article8474' target='_blank'>+info</a></p>,01/28/2016,05/22/2016,"Exhibition, Fundación Antoni Tàpies",Fundación Antoni Tàpies,Fundación Antoni Tàpies,7,1,1,1,,
http://www.fundaciotapies.org/site/spip.php?article8476,Harun Farocki. Empathy,<p><img src='http://www.fundaciotapies.org/site/IMG/arton8475.jpg' width='228' height='182' alt='Harun Farocki. Empathy' />..........................................................................................................................</p><p><a href='http://www.fundaciotapies.org/site/spip.php?article8476' target='_blank'>+info</a></p>,0/01/2016,,"Exhibition, Fundación Antoni Tàpies",Fundación Antoni Tàpies,Fundación Antoni Tàpies,7,1,1,1,,
http://www.fundaciotapies.org/site/spip.php?article8478,"Antoni Tàpies. Collection, 1955–65","<p><img src='http://www.fundaciotapies.org/site/IMG/arton8477.jpg' width='228' height='182' alt='Antoni Tàpies. Collection, 1955–65' />..........................................................................................................................</p><p><a href='http://www.fundaciotapies.org/site/spip.php?article8478' target='_blank'>+info</a></p>",01/19/2016,05/22/2016,"Exhibition, Fundación Antoni Tàpies",Fundación Antoni Tàpies,Fundación Antoni Tàpies,7,1,1,1,,
