event_title,event_start,event_text,event_image-src,event_end,event_base-url__https://www.lapedrera.com/es/exposiciones-0,event_category__Exposición__La Pedrera,event_organizer__La Pedrera,event_venue__La Pedrera,event_maplink__1,event_cost__3,event_id
"Toni Catany. Cuando ir era volver","15/03/2016  -  17/07/2016 |","La exposición hace una revisión del trabajo de Catany con una mirada transversal que entrecruza cronologías y geografías (desde su Mediterránea al Caribe o la India), poniendo un énfasis especial en las fotografías realizadas en su última etapa.","https://www.lapedrera.com/sites/default/files/styles/crop_653x255/public/CATANY%20Bodeg%C3%B3%20n%C3%BAm.%20122_2012%20portada_0.jpg?itok=0DuLPVFF","15/03/2016  -  17/07/2016 |","null","null","null","null","null","null","Toni Catany. Cuando ir era volver"
