web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Design__Exhibition__Próximas inauguraciones,event_id
"1530775610-141","http://ajuntament.barcelona.cat/museudeldisseny/es/exposiciones-futuras","Más >","http://ajuntament.barcelona.cat/museudeldisseny/es/exposicion/la-curva-magica-mueble-de-haya-y-ratan","La curva mágica: mueble de haya y ratán","http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half_thumb/public/exhibition/canape_thonet_2_web.jpg?itok=QmfOCLBF","A finales del siglo XIX y principios del XX, el mobiliario de madera curvada tuvo una gran aceptación social en toda Europa, también en Cataluña, donde los muebles eran importados o bien fabricados por productores nacionales, algunos de ellos de Valencia.
Ahora, en el siglo XXI, es el mobiliario fabricado con ratán el que toma fuerza a los hogares y en los espacios públicos. Esta exposición propone una mirada a las diferentes piezas de la Colección del Museo y las hace dialogar a partir de las posibilidades dúctiles de sus materiales.","11 / 10 / 2018","18 / 11 / 2018","null","null","null","null","null","La curva mágica: mueble de haya y ratán
    
            Temporal
                  
		11 / 10 / 2018
			 - 
	18 / 11 / 2018"
