web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_text,event_title2,event_title1,event_start,event_end,event_image-src,event_maplink__1,event_cost__0,event_organizer__Arts Santa Mónica,event_venue__Arts Santa Mónica,event_id,event_category__Exposición__Arts Santa Mónica__Próximas inauguraciones
1530775693-149,http://artssantamonica.gencat.cat/es/exposicions/index.html,,http://artssantamonica.gencat.cat/es/detall/Natural---Artificial,"Antoni Abad, Martín Azúa, Curro Claret, Martí Guixé, Kaoru Katayama, Juan López, Concha Prada, Francisco Ruiz de Infante, Mauro Vallejo, Verónica Vicente, Adrianna Wallis.
Aquesta exposició s’emmarca en una sèrie de projectes del Servei Educatiu de la Panera, que des de l’any 2011 va iniciar la producció de diferents exposicions concebudes per al públic infantil i familiar («R + R + R. A partir de l’obra Calaixera de Curro Claret», 2011; «Dibuixa!», 2013, i «Plou, Neva, Pinta», 2015), però amb la intenció d’arribar a un públic tan ampli com sigui possible, per la qual cosa l’exigència conceptual i discursiva d’aquestes exposicions manté l’interès per al conjunt de visitants.
En aquesta ocasió es treballa la dicotomia natural i artificial; en un moment històric en què ambdós conceptes semblen haver-se desdibuixat més que mai, els límits entre l’un i l’altre són imprecisos, de manera que, tot sovint, ens veiem abocats a més d’una confusió i engany. En moltes ocasions ens trobem amb el que és natural, adulterat, i allò artificial, revestit d’una certa aura natural; tot dependrà d’on es posi l’accent. En el món actual, basat en les lleis de mercat, les modes de consum oscil·len entre aquests dos pols: productes naturals, saludables, orgànics i ecològics, que a la vegada siguin accessibles, fàcils d’administrar, assequibles i tecnològics.
Davant d’aquesta situació l’exposició indaga com diferents artistes han tractat aquesta dicotomia en una sèrie de treballs que aborden temes com els materials, el paisatge, el menjar i els animals. Un recorregut expositiu que està entrellaçat, a tall de baix continu, per una sèrie d’intervencions del dissenyador Martín Azúa, que d’alguna manera ha colonitzat l’espai expositiu amb un fong que ens connecta amb allò natural. Al mateix temps, Martín Azúa, a l’espai final de l’exposició, proposa una sèrie de tallers que activen l’espai d’acord amb els temes tractats en els diferents àmbits. Aquestes activitats són fruit del projecte «Caixes d’artista», que ha rebut el suport de la Fundación Banco Santander i en el qual han participat artistes com Anne-Marie Cornu, Miquel Mont i Guillermo Mora.",null,Natural / Artificial,17.07 - 21.10.2018,17.07 - 21.10.2018,/web/.content/Imatge/2018/Exposicions/Natural-artificial/claret_calaixera_ba8-606x420.jpg_356955165.jpg,null,null,null,null,/es/detall/Natural---Artificial,null
1530775691-148,http://artssantamonica.gencat.cat/es/exposicions/index.html,,http://artssantamonica.gencat.cat/es/detall/FUSUM-166,"La mostra que presentem reuneix obres de diversos artistes que utilitzen la fosa de metall com a forma d’expressió contemporània. Tanmateix presenta en format audiovisual, el testimoni d’algunes de les foneries artístiques més significatives del territori català. Un testimoni, basat en l’experiència personal, que aplega el passat, el present i el futur d’aquest ofici mil·lenari.
Aquesta exposició conjumina dues vessants diferenciades d’un mateix procés de producció: d’una banda la de l’artista que, en aquest cas, és coneixedor i partícip de la tècnica i del procés de fosa com a mètode per a materialitzar el seu ideari creatiu i, d’altra, el fonedor professional dedicat en cor i ànima a la reproducció de peces artístiques en metall fos.
El procés de creació d’una escultura en fosa és llarg i laboriós. L’exposició sorgeix de la voluntat d’apropar a l’espectador a aquest món sorprenent que, per als no iniciats, esdevé impregnat d’una realitat màgica.
 
La voluntat de FUSUM 16+6 queda explícita en una pregunta:
Com afronta el context actual de l’art l’escultor/a que incorpora el metall fos a la seva producció artística?
La foneria és una tècnica amb milers d’anys d’antiguitat i, per tant, amb una forta càrrega tradicional. En el paradigma actual de l’art, marcat per la llibertat corpòria i tècnica, es considera el bronze un material propi de quelcom tradicional i, l’alumini, un metall maridat amb l’entorn industrial. Aquest fet aboca altra qüestió:
És un dels reptes d’aquestes escultores i escultors dotar de contemporaneïtat artística la seva obra? 
Les possibles respostes a aquestes interpel·lacions estan implícites en la mostra que oferim i, estem segurs, que no deixarà a l’espectador indiferent.",null,FUSUM 16+6,06.07 - 02.09.2018,06.07 - 02.09.2018,/web/.content/Imatge/2018/Exposicions/FUSUM/BeriniSuneBernat_SenseTitol-606x420.jpg_356955165.jpg,null,null,null,null,/es/detall/FUSUM-166,null
