web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title,event_start,event_text,event_image-src,event_end,event_category__Exposición__Museo Can Framis__Pintura__Arte local__Próximas inauguraciones,event_organizer__Museo Can Framis,event_venue__Museo Can Framis,event_maplink__1,event_cost__5,event_id
1530774654-9,http://www.fundaciovilacasas.com/es/calendario-exposiciones-museo/museo-can-framis-barcelona,,http://www.fundaciovilacasas.com/es/exposicion/premio-internacional-de-dibujo-ynglada-guillot,"VARIOS ARTISTAS
				 - Premio Internacional de Dibujo Ynglada-Guillot",Lunes 02 | Julio - Domingo 29 | Julio,"Ganadora del premio: Ignacio Bosch por ""Sense títol"".
Accésit: Alícia Marsans Navarro por ""Árbol de Camallera n. 1004"".",https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A18691913.jpg,Lunes 02 | Julio - Domingo 29 | Julio,null,null,null,null,null,"VARIOS ARTISTAS										
									
										Premio Internacional de Dibujo Ynglada-Guillot"
