event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_title,event_category__CaixaForum__Exposición,event_maplink__1,event_organizer__CaixaForum,event_venue__CaixaForum,event_cost__4,event_id
"Dibujar Versalles.Charles Le Brun(1619-1690)","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/dibujarversalles_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/dibujar_versalles_01_mini.jpg","Del 18 de noviembre de 2015 al 14 de febrero de 2016","Del 18 de noviembre de 2015 al 14 de febrero de 2016","La Obra Social ”la Caixa” presenta una selección de aproximadamente un centenar de piezas del pintor francés Charles Le Brun, primer pintor del rey Luis XIV durante treinta años. Se mostrarán 30 de los cartones que hizo como dibujos preparatorios para la Galería de los Espejos del Palacio de Versalles, sin duda su gran obra, y para la desaparecida Escalera de los Embajadores.","Dibujar Versalles. Charles Le Brun (1619-1690)","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/dibujar_versalles_01_mini.jpg"
"Hablo, sabiendo queno se trata de eso.COMISART","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/hablo_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/hablo02_mini.jpg","Del 30 de octubre de 2015 al 7 de febrero de 2016","Del 30 de octubre de 2015 al 7 de febrero de 2016","Hablo, sabiendo que no se trata de eso es la primera exposición de la segunda edición de la convocatoria COMISART.","Hablo, sabiendo que no se trata de eso. COMISART","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/hablo02_mini.jpg"
"My world. Retos paraun mundo mejor","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/myworld_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/my_world_02_mini.jpg","Del 22 de octubre de 2015 al 10 de enero de 2016","Del 22 de octubre de 2015 al 10 de enero de 2016","La exposición ""My world. Retos para un mundo mejor"" refleja los principales retos a los que se enfrentará la humanidad en los próximos años para contribuir a mejorar la vida de las personas y proteger el planeta.","My world. Retos para un mundo mejor","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/my_world_02_mini.jpg"
"Animales y faraones.El reino animal enel antiguo Egipto","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/animalesyfaraones_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/animales_y_faraones_01_mini.jpg","Del 23 de septiembre de 2015 al 10 de enero de 2016","Del 23 de septiembre de 2015 al 10 de enero de 2016","Los animales salvajes o domesticados tienen un papel fundamental en el antiguo Egipto. La exposición Animales y faraones muestra la función y la importancia de la figura animal en la civilización faraónica.","Animales y faraones. El reino animal en el antiguo Egipto","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/animales_y_faraones_01_mini.jpg"
