event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exhibition__Galleries,event_maplink__1,event_id
http://www.artbarcelona.es/wp-content/uploads/2016/09/Copia-de-Circular.JPG,Galeria Joan Gaspar,,,Claudi Casanovas,08.09.16 – 15.10.16,08.09.16 – 15.10.16,Galeria Joan Gaspar,“Last works” Claudi Casanovas,,null,null,null,http://www.artbarcelona.es/en/expositions/last-works-claudi-casanovas/
http://www.artbarcelona.es/wp-content/uploads/2016/09/louise-careta-pag-expo.jpg,Galeria N2,,,Nuria Torres,08.09.16 – 30.09.16,08.09.16 – 30.09.16,Galeria N2,"Children, balloons and popcorn",,null,null,null,http://www.artbarcelona.es/en/expositions/children-balloons-and-popcorn/
http://www.artbarcelona.es/wp-content/uploads/2016/09/louise-careta-pag-expo.jpg,Galeria N2,,http://www.artbarcelona.es/en/expositions/children-balloons-and-popcorn/,Nuria Torres,,08.09.16 – 30.09.16,Galeria N2,"Children, balloons and popcorn","With her porcelain children , Nuria Torres reinterprets Neoclassical portrait in a playful and iconoclastic way.",null,null,null,http://www.artbarcelona.es/en/expositions/children-balloons-and-popcorn/
http://www.artbarcelona.es/wp-content/uploads/2016/09/Copia-de-Circular.JPG,Galeria Joan Gaspar,,http://www.artbarcelona.es/en/expositions/last-works-claudi-casanovas/,Claudi Casanovas,,08.09.16 – 15.10.16,Galeria Joan Gaspar,“Last works” Claudi Casanovas,"We invite you to discover the last works of one of the most important and avowed ceramists in Europe, Claudi Casanovas. From Septembre 8th until October 15th. 1st Award in the III IInternational Ceramics Competition in Mino (Japan).
This exhibition is part if the 47th Congress of the International Academy of Ceramics",null,null,null,http://www.artbarcelona.es/en/expositions/last-works-claudi-casanovas/
