event_link,event_link-href,event_image-src,event_title,event_text,event_start,event_end,event_venue__Bildhalle,event_organizer__Bildhalle,event_category__Galerien__Ausstellung__Fotografie,event_cost__0,event_id
"Mehr zur Ausstellung ›","http://www.bildhalle.ch/ausstellungen/vorschau/thomas-flechtner-for-evergreen/","http://www.bildhalle.ch/fileadmin/user_upload/bilder/Thomas_Flechtner/NEU_Thomas_Flechter/Blatt_372x233px.jpg","Thomas Flechtner – For Evergreen","FOR EVERGREEN ist eine sinnliche Hommage an das Universum der Pflanzen mit den Mitteln der analogen Fotografie. Zum ersten Mal zeigt der Künstler Thomas Flechtner Arbeiten aus verschiedenen Zyklen. In ihrer Gegenüberstellung zeichnen sie ein spannungsreiches Bild seiner Auseinandersetzung mit Natur.","null","null","null","null","null","null","Thomas Flechtner – For Evergreen"
