event_link,event_link-href,event_end,event_start,event_image-src,event_text,event_title,event_id,event_cost__7,event_maplink__1,event_category__Exposición__Fundación Antoni Tàpies__Próximas inauguraciones,event_organizer__Fundación Antoni Tàpies,event_venue__Fundación Antoni Tàpies
"Susan Meiselas. Mediaciones","https://www.fundaciotapies.org/site/spip.php?rubrique1526","- 14 de enero de 2018","11 de octubre de 2017","https://www.fundaciotapies.org/site/IMG/arton8903.jpg","null","Susan Meiselas. Mediaciones","spip.php?rubrique1526","null","null","null","null","null"
