event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue__MACBA,event_link,event_link-href,event_organizer__MACBA,event_category__Exposición__MACBA__Arte contemporáneo__Próximas inauguraciones,event_maplink__1,event_cost__10,event_id
The Maids. II Premio Fundación Han Nefkens-MACBA,,http://www.macba.cat/uploads/20170922/From_Sea_to_Dawn_RRH_3.3.jpeg,"La segunda edición del premio Fundación Han Nefkens-MACBA, instaurado en 2011, se otorgó al colectivo iraní formado por Ramin y Rokn Haerizadeh y Hesam Rahmanian. El jurado que los eligió determinó que el trabajo conjunto de este colectivo de artistas establecido en Dubái, que colaboran desde 2009, se distingue de las tendencias dominantes en el mundo artístico actual por la recuperación de la importancia de la experiencia y la sensualidad en su obra. Si sus instalaciones, de marcado carácter lúdico, desdibujan las prácticas individuales bajo un impacto visual inmediato, sus obras también abordan la política contemporánea con ingenio e ironía.



La muestra del MACBA incluye la presentación de Macht Schon y From Sea to Dawn (2016- 2017), dos pinturas en movimiento, además de The Maids (2012-2015), una obra basada en la novela Las criadas de Jean Genet, y otras obras realizadas para la ocasión, algunas en colaboración con otros creadores como Niyaz Azadikhah (que ha articulado un colectivo de mujeres que relatan sus experiencias con el miedo), John Cole y Joan Baixas.",28 oct. 2017,08 ene. 2018,null,,http://www.macba.cat/es/the-maids-2nd-foundation-han-nefkens-foundation-award/1/exposiciones/expo,null,null,null,null,/es/the-maids-2nd-foundation-han-nefkens-foundation-award/1/exposiciones/expo
