web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__CaixaForum__Exposición__Próximas inauguraciones,event_maplink__1,event_organizer__CaixaForum,event_venue__CaixaForum,event_cost__4,event_id,event_title1
1517593170-11,https://caixaforum.es/es/barcelona/exposiciones,Bajo el brazo: entre la palma de la mano y la axila,https://caixaforum.es/es/barcelona/fichaexposicion?entryId=256848,/documents/20924/24359/comisart+web+cxf+ok+mini/69215f0d-b380-43c5-86d6-d5207f24c4b4?t=1516275558000,Del 31 de enero al 20 de mayo de 2018,Del 31 de enero al 20 de mayo de 2018,"No han sido pocas las ocasiones en que los pintores han optado por trabajar al aire libre, frente a la imposibilidad de trasladar un modelo imposible de trasladar al estudio. Este hecho supuso un cambio radical en la relación interior-exterior que se había dado hasta entonces. La obra se vuelve portátil, pero al ampliar el taller y suprimir las barreras arquitectónicas que condicionan su tamaño, será su desplazamiento geográfico el que pase a convertirse en el nuevo obstáculo. Por estas y otras razones, hay quienes optaron y optan por reducir al máximo esas necesidades espaciales, limitando a un simple registro en forma de bocetos, escritos, fotografías o filmaciones su labor como artista.",null,null,null,null,null,fichaexposicion?entryId=256848,Bajo el brazo: entre la palma de la mano y la axila
