web-scraper-order,web-scraper-start-url,event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src,event_organizer__Hangar
1517593683-71,https://hangar.org/es/category/programa-hangar/formacio-continua/,Taller “Paisajes Olfativos” a cargo de Klara Ravat,11 y 12 mayo 2018,11 y 12 mayo 2018,11 y 12 mayo 2018,null,,https://hangar.org/es/workshops-artist2artists/espanol-taller-paisajes-olfativos-a-cargo-de-klara-ravat/,null,null,null,https://hangar.org/es/workshops-artist2artists/espanol-taller-paisajes-olfativos-a-cargo-de-klara-ravat/,https://hangar.org/webnou/wp-content/uploads/2017/05/20160903-workshop-the-scent-of-amsterdam_29353128041_o-200x150.jpg,null
1517593690-72,https://hangar.org/es/category/programa-hangar/formacio-continua/,Taller “Social Net Wok. Recetas para habitar (o destruir) el planeta digital” a cargo de Christina Schultz,"16, 17, 24, 31  mayo 2018","16, 17, 24, 31  mayo 2018","16, 17, 24, 31  mayo 2018",null,,https://hangar.org/es/news/taller-social-net-wok-recetas-para-habitar-o-destruir-el-planeta-digital-a-cargo-de-christina-schultz/,null,null,null,https://hangar.org/es/news/taller-social-net-wok-recetas-para-habitar-o-destruir-el-planeta-digital-a-cargo-de-christina-schultz/,https://hangar.org/webnou/wp-content/uploads/2018/01/TuVidaDigital5-200x150.jpg,null
