event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Miscelanea__Arte emergente__Ilustración,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2,event_link,event_link-href
"Metamorfish II","04 de Septiembre  2015 al 27 de Septiembre  2015","La sinergia entre los mundos, las conexiones que se generan entre las miradas de almas perdidas, vuelven a  recrearse en ésta segunda parte del proyecto “Metamorfish”, dónde las emociones son el puente de conexión entre el espectador y el fantástico universo creado por Elisa Ancori.","http://www.miscelanea.info/public/images/jellyfishiii-p.jpg","04 de Septiembre  2015 al 27 de Septiembre  2015","null","null","null","null","null","/e933/metamorfish-ii","Elisa Ancori","Metamorfish II","http://www.miscelanea.info/e933/metamorfish-ii"
