web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__CaixaForum__Exposición__Próximas inauguraciones,event_maplink__1,event_organizer__CaixaForum,event_venue__CaixaForum,event_cost__4,event_id,event_title1
1524996287-9,https://caixaforum.es/es/barcelona/exposiciones?p_p_id=webcentrosexposicioneslistportlet_WAR_webcentrosexposicioneslistportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_webcentrosexposicioneslistportlet_WAR_webcentrosexposicioneslistportlet_javax.portlet.action=searchLandingFormAction,Paseos de Nobel,https://caixaforum.es/es/barcelona/fichaexposicion?entryId=377366,/documents/20924/24359/expo+paseos+nobel+cast+mini/fd7ec350-3728-1d85-c8dd-b3f5ff62663a?t=1523014085000,Del 16 de abril al 2 de septiembre de 2018,Del 16 de abril al 2 de septiembre de 2018,"El ojo de Kim Manresa y la perspicacia de Xavi Ayén consiguen captar de manera espontánea la relación de los escritores con su entorno. Les vemos en acción; escribiendo, corriendo, comprando o charlando con amigos, pero sobre todo, fundiéndose con un paisaje que sus obras han hecho universal. El conjunto de los retratos, acompañados de breves reflexiones sobre esos encuentros íntimos, dibujan un mapamundi literario con el México del colombiano García Márquez; la Nigeria de Wole Soyinka; la Nueva York de Toni Morrison; o la China de Gao Xingjian, entre otros muchos escenarios.",null,null,null,null,null,fichaexposicion?entryId=377366,Paseos de Nobel
