web-scraper-order,web-scraper-start-url,event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__0,event_organizer__Blueproject Foundation,event_venue__Blueproject Foundation,event_category__Exposición__Blueproject Foundation__Arte contemporáneo__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
1524996225-4,http://www.blueprojectfoundation.org/es/exposiciones,Estrato cero,/cache/com_zoo/images/portada_juliallerena_fbbc22b3640dcf1b29acf57394f3da25.jpg,"“Julia Llerena desarrolla una capacidad máxima de abstracción en la acción de su trabajo y esto se hace visible en el resultado. En sus investigaciones, que podemos catalogar de arqueológico-memorísticas, no deja de mirar al suelo, pensando y estando a la vez en otros planetas. En una entrevista realizada hace ya unos años, la artista afirmaba: ‘trato de hacer una metáfora contenida del universo’. Esta profunda inocencia de querer comprender el mundo puede que sea el motor de su obra, pero no es tan inocente como parece. Si no que coloca como sujeto y protagonista de su relato al subconsciente, conformando una rotunda plasticidad física en la realización final.",11.05.2018 - 08.07.2018,11.05.2018 - 08.07.2018,null,null,null,null,null,/es/exposiciones/item/estrato-cero-julia-llerena,Estrato cero,http://www.blueprojectfoundation.org/es/exposiciones/item/estrato-cero-julia-llerena,"La Blueproject Foundation presenta la exposición “estrato cero” de Julia Llerena, la segunda artista residente seleccionada en la pasada convocatoria de la fundación. Su propuesta se podrá ver en la Sala Project del 11 de mayo al 8 de julio de 2018."
