web-scraper-order,web-scraper-start-url,event_title,event_start,event_end,event_image-src,event_text,event_link,event_link-href,event_id,event_maplink__1,event_organizer__Fundación Joan Miró,event_venue__Fundación Joan Miró,event_cost__7,event_category__Exposición__Fundación Joan Miró__Próximas inauguraciones
1524999376-156,http://www.fmirobcn.org/exposiciones/,Kader Attia. Las cicatrices tienen el extraño poder de recordarnos que nuestro pasado es real,15/06/2018,30/09/2018,/media/upload/cache/kader_attia_smf_4_152458548062_255.jpg,"La exposición del artista francoargelino Kader Attia, ganador de la última edición del Premio Joan Miró, es una introducción a sus obras de los últimos años. Seleccionadas especialmente por el propio artista, estas obras giran en torno a la noción de reparación, una de las principales líneas de investigación del artista.","sobre ""Kader Attia. Las cicatrices tienen el extraño poder de recordarnos que nuestro pasado es real""",https://www.fmirobcn.org/es/exposiciones/5739/kader-attia-las-cicatrices-tienen-el-extrano-poder-de-recordarnos-que-nuestro-pasado-es-real,/es/exposiciones/5739/kader-attia-las-cicatrices-tienen-el-extrano-poder-de-recordarnos-que-nuestro-pasado-es-real,null,null,null,null,null
