event_link,event_link-href,event_start,event_end,event_image-src,event_title1,event_title2,event_text,event_maplink__1,event_cost__0,event_category__Actividad__La Capella,event_organizer__La Capella,event_venue__La Capella,event_id
The Drowned Giant. Presentación en el COAC,http://lacapella.bcn.cat/es/activitats/drowned-giant-presentaci%C3%B3n-en-el-coac,"Miércoles, 22 Noviembre, 2017","Miércoles, 22 Noviembre, 2017",http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/moreno_coac5_1.jpg,The Drowned Giant. Presentación en el COAC,Anna Moreno,"El próximo 22 de noviembre, en la sala de Actos del COAC, tendrá lugar la presentación de la publicación ""The Drowned Giant"" a cargo de la artista Anna Moreno y el arquitecto e investigador Luis A.Casanovas.",null,null,null,null,null,/es/activitats/drowned-giant-presentaci%C3%B3n-en-el-coac
Nada que ver,http://lacapella.bcn.cat/es/activitats/nada-que-ver,"Jueves, 16 Noviembre, 2017","Jueves, 16 Noviembre, 2017",http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/actividad_remover_3_3.png,Nada que ver,Matteo Guidi,"Para ampliar la propuesta expositiva, Matteo Guidi ha organizado una visita al Centro de Colecciones del MUHBA guiada por Jorge Luis Marzo. EL objetivo de la visita es reflexionar, a partir del caso del que parte Remover con una vara de madera, sobre los fantasmas que acosan la memoria de nuestro país, aquellos que enterramos más rápido y más profundamente.",null,null,null,null,null,/es/activitats/nada-que-ver
