event_link,event_link-href,event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__0,event_organizer__La Virreina,event_venue__La Virreina,event_category__Exposición__La Virreina__Arte contemporáneo__Próximas inauguraciones,event_id,event_title2
"20 RED LIGHTS

      
            Max de Esteban
      
    
    
        


    
    
  10.11.2017
 – 
  04.02.2018

    
      
            Tomando como título una frase de ‘Far Away Eyes’, la canción de The Rolling Stones, Max de Esteban (Barcelona, 1959) investiga críticamente las gramáticas del capitalismo financiero, las arquitecturas que simbolizan su supremacía, así como aquellos algoritmos monetarios -virtual y abstractos- desde los que este sistema económico ejecuta su enorme influencia social.",http://ajuntament.barcelona.cat/lavirreina/es/exposiciones/20-red-lights/186,20 RED LIGHTS,http://ajuntament.barcelona.cat/lavirreina/sites/default/files/2017-11/SAMPLE-COMPLETA8_alta.jpg,"Comisario: Valentín Roma
Inauguración: viernes 10 de noviembre, 19 h. A las 17.30 h, mesa redonda con Franco ‘Bifo’ Berardi, Michel Feher y Max de Esteban.

Tomando como título una frase de Far Away Eyes, la canción de The Rolling Stones, Max de Esteban (Barcelona, 1959) investiga críticamente las gramáticas del capitalismo financiero, las arquitecturas que simbolizan su supremacía, así como aquellos algoritmos monetarios -virtual y abstractos- desde los que este sistema económico ejecuta su enorme influencia social.","10.11.2017
 – 
  04.02.2018","10.11.2017
 – 
  04.02.2018",null,null,null,null,null,"20 RED LIGHTS

      

            Max de Esteban
      
    
    
        


    
    
  10.11.2017
 – 
  04.02.2018

    
      
            Tomando como título una frase de ‘Far Away Eyes’, la canción de The Rolling Stones, Max de Esteban (Barcelona, 1959) investiga críticamente las gramáticas del capitalismo financiero, las arquitecturas que simbolizan su supremacía, así como aquellos algoritmos monetarios -virtual y abstractos- desde los que este sistema económico ejecuta su enorme influencia social.",Max de Esteban
