event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__6,event_venue__CCCB,event_category__CCCB__Exhibition,event_id,event_title2,event_start,event_end
World Press Photo 16,http://www.cccb.org/en/exhibitions/file/world-press-photo-16/224876,World Press Photo 16,http://www.cccb.org/rcs_gene/adaptive-images.php?file=/rcs_gene/_-Matic-Zorman---Waiting-to-Register_webCCCB.jpg,"Now in Barcelona, the 59th edition of the World Press Photo exhibition and our city’s 12th. See the 155 winning photos in this prestigious international photojournalism competition. The Foundation Photographic Social Vision complements the exhibition with guided visits, workshops and other activities to generate debate about the value and challenges of photojournalism, and to explore the themes of the winning projects.",null,null,null,null,null,http://www.cccb.org/en/exhibitions/file/world-press-photo-16/224876,International professional photojournalism exhibition,10 November - 11 December 2016,10 November - 11 December 2016
