event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__4,event_organizer__Fundación Suñol,event_venue__Fundación Suñol,event_category__Exhibition__Fundación Suñol__Contemporary art,event_id
"ACTE 35: Tatiana Busto Garcia. Paisaje en Fuga (microhistorias en una ciudad interrumpida)
																					
										
																					25.10 - 17.12.2016",http://www.fundaciosunol.org/en/event/acte-35-tatiana-busto-garcia-paisaje-en-fuga-microhistorias-en-una-ciudad-interrumpida/?instance_id=2388,ACTE 35: Tatiana Busto Garcia. Paisaje en Fuga (microhistorias en una ciudad interrumpida),http://www.fundaciosunol.org/wp-content/uploads/2016/10/Portada-Nota-de-premsa-Digital-710x350.jpg,"Opening: Tuesday 25, October, 7:30 pm",25.10. - 17.12.2016,25.10. - 17.12.2016,null,null,null,null,null,ACTE 35: Tatiana Busto Garcia. Paisaje en Fuga (microhistorias en una ciudad interrumpida)
