event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Design__Exhibition,event_id
"Read more >","http://ajuntament.barcelona.cat/museudeldisseny/en/node/3755","TAPAS. Spanish Design For Food","http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half_thumb/public/exhibition/tapas_22_banner.jpg?itok=AbzMVNhx","L'exposició TAPAS presenta una selecció de dissenys espanyols destinats al món de l'alimentació. Una breu introducció històrica relaciona la història del menjar amb el món de l'art, la fotografia i la cinematografia, i s'explica l'origen de la «tapa», aquesta singular manera de compartir el menjar a Espanya.
El contingut es divideix en tres apartats:
• La Cuina, on es presenten alguns instruments que ens ajuden a transformar els aliments en l'àmbit del cuiner.
• La Taula, amb els objectes domèstics per servir i degustar el menjar de manera formal i informal.
• El Menjar, el disseny en si dels propis aliments, des dels més tradicionals a les innovacions més avantguardistes.
I es finalitza amb dues intervencions fetes expressament de destacats creadors de food design, l'artista Antoni Miralda, i l'ex-designer Martí Guixé.
Es tracta d'una degustació, un ""tapeo"", de com la creativitat entrellaça gastronomia i disseny, dues de les disciplines espanyoles més puixants i de major projecció internacional en l'arrencada del segle XXI.
Més de 150 peces, amb vídeos i fotografies, que interrelacionen el món de la cultura material de l'alimentació, amb la història, l'arquitectura, l'interiorisme, el disseny industrial i gràfic.
Tapes està organitzada per AC/E Acción Cultural Española.","08 / 03 / 2017","21 / 05 / 2017","null","null","null","null","null","TAPAS. Spanish Design For Food
    
            Temporary
                  
		08 / 03 / 2017
			 - 
	21 / 05 / 2017"
