web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__4,event_organizer__Fundación Suñol,event_venue__Fundación Suñol,event_category__Exposición__Fundación Suñol__Arte contemporáneo__Próximas inauguraciones,event_id
1513978776-127,http://www.fundaciosunol.org/es/exposiciones/exposiciones-futuras/exposicion-fundacio-sunol/,"Jornadas de puertas abiertas
																							@ Fundació Suñol
																					
										
																					01.01 - 02.01.2018",http://www.fundaciosunol.org/es/event/jornades-de-portes-obertes/?instance_id=2963,Jornadas de puertas abiertas,http://www.fundaciosunol.org/wp-content/uploads/2017/12/IMG_5973_sRGB1-710x350.jpg,Ven a visitar gratuitamente la exposición FERNANDO VIJANDE. Retrato: 1971-1987 de la Fundació Suñol para despedirte de el año 2017 y saludar el 2018.,29.12. - 30.12.2017,29.12. - 30.12.2017,null,null,null,null,null,Jornadas de puertas abiertas
1513978782-129,http://www.fundaciosunol.org/es/exposiciones/exposiciones-futuras/exposicion-fundacio-sunol/,"Visitas guiadas: FERNANDO VIJANDE. Retrato: 1971-1987
																							@ Fundació Suñol
																					
										
																					25.11.2017 - 04.02.2018",http://www.fundaciosunol.org/es/event/visites-guiades-fernando-vijande-retrat-1971-1987/?instance_id=2919,Visitas guiadas: FERNANDO VIJANDE. Retrato: 1971-1987,http://www.fundaciosunol.org/wp-content/uploads/2017/11/IMG-20171113-WA0002-710x350.jpg,"La Fundació Suñol organiza una serie de visitas comentadas para público individual a la exposición FERNANDO VIJANDE. Retrato: 1971-1987. Las décadas de los setenta y los ochenta supusieron un momento vibrante y transgresor para el arte español. Fernando Vijande fue el galerista que, a través de sus espacios de la Galería Vandrés (1971-1980) y la Galería Fernando Vijande (1981-1987), impulsó nacional e internacionalmente la obra de unos artistas que justo empezaban sus carreras profesionales.",25.11.2017 - 04.02.2018,25.11.2017 - 04.02.2018,null,null,null,null,null,Visitas guiadas: FERNANDO VIJANDE. Retrato: 1971-1987
1513978774-126,http://www.fundaciosunol.org/es/exposiciones/exposiciones-futuras/exposicion-fundacio-sunol/,"¡POR LA CARA! Taller de Navidad sobre arte y retrato
																							@ Fundació Suñol
																					
										
																					03.01.2018",http://www.fundaciosunol.org/es/event/per-la-cara-taller-de-nadal-sobre-lart-del-retrat/?instance_id=2970,¡POR LA CARA! Taller de Navidad sobre arte y retrato,http://www.fundaciosunol.org/wp-content/uploads/2017/12/PER-LA-CARA-web-710x350.jpg,"La exposición actual en la Fundació Suñol toma como título la palabra Retrato porque se trata de un homenaje y una representación fiel de la figura de Fernando Vijande, galerista de los años 70 y 80 en Madrid conocido por ser pionero en el soporte al arte contemporáneo. Pero a la vez, la exposición contiene muchos retratos, tanto del propio galerista como obras de artistas que trabajaban alrededor de este tema. Esta variedad de ejemplos nos permiten analizar cómo un retrato puede hacerse desde la técnica, pero también desde la idea o el concepto que el artista quiso plasmar en la obra.",03.01.2018,03.01.2018,null,null,null,null,null,¡POR LA CARA! Taller de Navidad sobre arte y retrato
