web-scraper-order,web-scraper-start-url,event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src,event_organizer__Hangar
1513976763-77,https://hangar.org/es/category/programa-hangar/formacio-continua/,El cine-ensayo (o la forma peligrosa de mezclar lo personal con el presente) a cargo de Andrés Duque,6 marzo - 17 abril 2018,6 marzo - 17 abril 2018,6 marzo - 17 abril 2018,null,,https://hangar.org/es/news/curs-el-cinema-assaig-o-la-forma-perillosa-de-barrejar-allo-personal-amb-el-present-a-carrec-dandres-duque/,null,null,null,https://hangar.org/es/news/curs-el-cinema-assaig-o-la-forma-perillosa-de-barrejar-allo-personal-amb-el-present-a-carrec-dandres-duque/,https://hangar.org/webnou/wp-content/uploads/2015/07/IMG_0696-200x150.jpg,null
1513976767-79,https://hangar.org/es/category/programa-hangar/formacio-continua/,Estéticas del error digital: glitch en diseño y escaneado 3D,"26, 28 feb 2 mar 2018","26, 28 feb 2 mar 2018","26, 28 feb 2 mar 2018",null,,https://hangar.org/es/workshops-artist2artists/esteticas-del-error-digital-glitch-en-diseno-y-escaneado-3d/,null,null,null,https://hangar.org/es/workshops-artist2artists/esteticas-del-error-digital-glitch-en-diseno-y-escaneado-3d/,https://hangar.org/webnou/wp-content/uploads/2017/12/seminarioglitch3d-3-200x150.jpg,null
1513976770-80,https://hangar.org/es/category/programa-hangar/formacio-continua/,Sistemas interactivos: Visión artificial y programación C++ openFrameworks,5 - 21 marzo 2018,5 - 21 marzo 2018,5 - 21 marzo 2018,null,,https://hangar.org/es/news/sistemas-interactivos-vision-artificial-y-programacion-c-openframeworks/,null,null,null,https://hangar.org/es/news/sistemas-interactivos-vision-artificial-y-programacion-c-openframeworks/,https://hangar.org/webnou/wp-content/uploads/2017/12/interactpromo2-200x150.jpg,null
1513976765-78,https://hangar.org/es/category/programa-hangar/formacio-continua/,Brioclaje para New Artesans. Curso de introducción a la construcción y al montaje,"1, 8, 15, 22, 29  mazo 2018","1, 8, 15, 22, 29  mazo 2018","1, 8, 15, 22, 29  mazo 2018",null,,https://hangar.org/es/news/bricolatge-per-a-new-artesans-curs-dintroduccio-a-la-construccio-i-al-muntatge/,null,null,null,https://hangar.org/es/news/bricolatge-per-a-new-artesans-curs-dintroduccio-a-la-construccio-i-al-muntatge/,https://hangar.org/webnou/wp-content/uploads/2016/10/taller-newartesans-1-200x150.png,null
1513976772-81,https://hangar.org/es/category/programa-hangar/formacio-continua/,"El arte del código: generatividad, interactividad y programación C++ openFrameworks",5 - 23 feb 2018,5 - 23 feb 2018,5 - 23 feb 2018,null,,https://hangar.org/es/news/el-arte-del-codigo-generatividad-interactividad-y-programacion-c-openframeworks/,null,null,null,https://hangar.org/es/news/el-arte-del-codigo-generatividad-interactividad-y-programacion-c-openframeworks/,https://hangar.org/webnou/wp-content/uploads/2017/12/creativecomputing3-200x150.jpg,null
