web-scraper-order,web-scraper-start-url,event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
1513976761-73,http://www.artbarcelona.es/es/agenda/,http://www.artbarcelona.es/wp-content/uploads/2017/12/LEbre-de-Superf--cie-Profunda_2017.jpg,Galería Marlborough,,,"Juan Correa, John Davies, Xavier Escribà, Hugo Fontela, Juan Genovés, Lucio Muñoz, Sergio Sanz y Manolo Valdés.",14.12.17 – 05.01.18,14.12.17 – 05.01.18,Galería Marlborough,Classic and Contemporary Art II,,null,null,null,http://www.artbarcelona.es/es/exposiciones/classic-and-contemporary-art-ii/
1513976761-64,http://www.artbarcelona.es/es/agenda/,http://www.artbarcelona.es/wp-content/uploads/2017/12/No-solo-el-hombre-DIPTICO-A.JPG,Tat Art Barcelona,,,Manolo García y Montse Clausells – Colectivo GóticSur,14.12.17 – 20.01.18,14.12.17 – 20.01.18,Tat Art Barcelona,Estrábica Armonía,,null,null,null,http://www.artbarcelona.es/es/exposiciones/estrabica-armonia/
1513976761-72,http://www.artbarcelona.es/es/agenda/,http://www.artbarcelona.es/wp-content/uploads/2017/12/Untitled-PV_P-103-3.jpg,ProjecteSD,,,Pieter Vermeersch,15.12.17 – 24.02.18,15.12.17 – 24.02.18,ProjecteSD,null,,null,null,null,http://www.artbarcelona.es/es/exposiciones/pieter-vermeersch/
