event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__6,event_venue__CCCB,event_category__CCCB__Actividad,event_id,event_title2,event_start,event_end
Visita comentada a la exposición World Press Photo 16,http://www.cccb.org/es/actividades/ficha/visita-comentada-a-la-exposicion-world-press-photo-16/224857,Visita comentada a la exposición World Press Photo 16,http://www.cccb.org/rcs_gene/Visita_WPP14_MacarenaCatalan.jpg,Visita comentada a la exposición World Press Photo donde se pueden ver las 155 fotografías ganadoras del prestigioso concurso internacional de fotoperiodismo y las 12 piezas premiadas en el concurso multimedia.,null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/visita-comentada-a-la-exposicion-world-press-photo-16/224857,"A cargo de Sílvia Omedes, directora de Photographic Social Vision",15 noviembre 2016,15 noviembre 2016
Cultura y ciudad: El reto del turismo,http://www.cccb.org/es/actividades/ficha/cultura-y-ciudad-el-reto-del-turismo/225093,Cultura y ciudad: El reto del turismo,http://www.cccb.org/rcs_gene/david-harvey-1000.jpg,"En el marco de la inauguración del Festival L'Alternativa, el profesor David Harvey reflexionará acerca de los retos que plantea el aumento del turismo para las ciudades contemporáneas.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/cultura-y-ciudad-el-reto-del-turismo/225093,Conferencia de David Harvey,14 noviembre 2016,14 noviembre 2016
Jonathan Cremades,http://www.cccb.org/es/actividades/ficha/jonathan-cremades/224798,Jonathan Cremades,http://www.cccb.org/rcs_gene/Arrebatado03web.jpg,"Jonathan Cremades (Valencia,1985) construye sus relatos a través de la música, el collage y la animación. Interesado en la relación entre el sonido y la imagen, utiliza el mundo del videoclip como laboratorio donde poner en práctica diferentes técnicas y estéticas. Bajo el alias Tarántulas Pentium, desarrolla una investigación mas cercana al live cinema que explora una dimensión ritual y sagrada del sonido a través de la repetición, el bucle, y la reiteración. Un espacio sonoro y visual construido bajo la premisa de la apropiación y el found footage.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/jonathan-cremades/224798,Videocreación online y presencial,1 - 30 noviembre 2016,1 - 30 noviembre 2016
