event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Diseño,event_id
Más >,http://ajuntament.barcelona.cat/museudeldisseny/es/exposicion/david-bowie,David Bowie Is,http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half/public/exhibition/more/imatge_nota_premsa_7.jpg?itok=FSCQOQkl,"A partir del 25 de mayo de 2017 el Museu del Disseny de Barcelona  acogerá la exposición David Bowie Is. La muestra, una producción de Victoria and Albert Museum de Londres, ha recibido ya más de un millón de visitantes a ciudades como la capital inglesa, Berlín, París o Chicago. Actualmente se puede ver al Museo d’Arte Moderna di Bologna (MAMbo) y viajará a Tokyo antes de llegar a Barcelona, que será la última ciudad europea que la acogerá.",25 / 05 / 2017,null,null,null,null,null,null,"David Bowie Is
    
            Temporal
                  
		25 / 05 / 2017"
