event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__-,event_id,event_image-src
Curso: El cine-ensayo (o la forma peligrosa de mezclar lo personal con el presente) a cargo de Andrés Duque,Este taller de creación audiovisual impulsado desde la colaboración entre HAMACA y HANGAR está dirigido a quienes deseen trabajar la forma del cine-ensayo como medio de expresión. El arte digital incita a preguntarnos ¿Qué hace el cine en estos tiempos? ¿Qué queda de su relación con lo real? ¿Por qué y para qué acumulo imágenes compulsivamente en el ordenador? ¿Qué puedo hacer con ellas?,13 febrero a 27 marzo 2017,13 febrero a 27 marzo 2017,null,,https://hangar.org/es/news/curs-el-cinema-assaig-o-la-forma-perillosa-de-barrejar-allo-personal-amb-el-present-a-carrec-dandres-duque/,null,null,null,https://hangar.org/es/news/curs-el-cinema-assaig-o-la-forma-perillosa-de-barrejar-allo-personal-amb-el-present-a-carrec-dandres-duque/,https://hangar.org/webnou/wp-content/uploads/2015/07/IMG_0696-200x150.jpg
