event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
http://www.artbarcelona.es/wp-content/uploads/2016/11/web-ab.jpg,Galería Alejandro Sales,,,"Alfredo Alcaín, Jorge Galindo, Dis Berlin, Carlos Swartz, Estrada, Simeón Saiz Ruiz, Ramon Herreros, José Mª Sicilia, Juan Carlos Román, Lluís Lleó, Joan Cardells, Miguel Zapata, Xisco Mensua, Katherine Dowson, Moreno Meyerhoff, Eduard Arbós, Paloma Pélaez.",21.07.16 – 24.11.16,21.07.16 – 24.11.16,Galería Alejandro Sales,Fondos inéditos,,null,null,null,http://www.artbarcelona.es/es/exposiciones/fondos-ineditos/
http://www.artbarcelona.es/wp-content/uploads/2016/11/web-ab.jpg,Galería Alejandro Sales,,http://www.artbarcelona.es/es/exposiciones/fondos-ineditos/,"Alfredo Alcaín, Jorge Galindo, Dis Berlin, Carlos Swartz, Estrada, Simeón Saiz Ruiz, Ramon Herreros, José Mª Sicilia, Juan Carlos Román, Lluís Lleó, Joan Cardells, Miguel Zapata, Xisco Mensua, Katherine Dowson, Moreno Meyerhoff, Eduard Arbós, Paloma Pélaez.",,21.07.16 – 24.11.16,Galería Alejandro Sales,Fondos inéditos,"Exposición colectiva de obras sobre papel que forman parte del fondo de la Galería. Hasta la fecha, todas estas obras, no habían o habían estado poco expuestas. Convirtiéndose de esta manera, en un ""Fondo inédito"", formado por dibujos de artistas como Alfredo Alcaín, Dis Berlin, Carlos Swartz, Estrada, Simeón Saiz Ruíz, José María Sicilia, Joan Cardells, Lluís Lleó, Eduard Arbós, or Perdro Moreno Meyerhoff...",null,null,null,http://www.artbarcelona.es/es/exposiciones/fondos-ineditos/
