event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
DRESS YOUR WALL - Cuarta edición,http://www.miscelanea.info/e947/dress-your-wall-cuarta-edicion,DRESS YOUR WALL - Cuarta edición,"19
						Dic '15
						


											al
						20
						Dic '15","DYW - MERCADO DE OBRA GRÁFICA
entrada gratuita",http://www.miscelanea.info/public/images/dyw2015firma.jpg,"19
						Dic '15
						


											al
						20
						Dic '15",null,null,null,null,null,/e947/dress-your-wall-cuarta-edicion,null
