web-scraper-order,web-scraper-start-url,event_title,event_start,event_text,event_image-src,event_end,event_base-url__http://www.cccanfelipa.cat/arts-visuals/exposicio-en-curs/,event_category__Exposición__Centre Cívic Can Felipa__Arte emergente__Próximas inauguraciones,event_organizer__Centre Cívic Can Felipa,event_venue__Centre Cívic Can Felipa,event_maplink__1,event_cost__0,event_id
"1537084701-1","http://www.cccanfelipa.cat/arts-visuals/exposicio-en-curs/","EXPO FOTOCLUB POBLENOU","Del 07.09 al 06.10.2018","Inauguració: divendres 07.09.2018 > 19.30 h





Som un grup de persones, cada cop més nombrós, a les quals ens agrada captar el món amb una càmera, i després mirar-ho imprès en un paper o mostrat en una pantalla, sempre amb esperit crític i de millora. De vegades és només una instantània, però d'altres és aquell treball pensat i definit que exigeix una gran preparació de temps, tècnica i mitjans; de tot se'n diu fotografia. Fotografiar, tots els membres del FOTOCLUB POBLENOU, ho hem fet gairebé sempre per lliure: qualsevol forma d'art i de vida ha de ser-ho; en cas contrari, no podríem parlar d'art, i tampoc de vida. Ara fa uns 8 anys, un grup d'aficionats decideix unir esforços i buscar objectius comuns, per, a través de l'aprenentatge i el debat, realitzar alguns projectes que han donat bon resultat.







Si visiteu l'exposició, podreu veure els darrers treballs col·lectius mostrats en diferents indrets; en aquest cas, però, els exposarem en format reduït, per mostrar el màxim de projectes diferents. És una bona oportunitat per observar com fem la feina i com cada un de nosaltres és capaç d'assumir els requisits que el projecte comú o individual demana. Podem dir que un treball col·lectiu, és molt més que la suma d'individualitats. No som un grup purista, en cap cas. En una època on tothom fa fotografies, nosaltres no descartem cap sistema, ni eina tecnològica o mecànica (no se sap mai) i, en conseqüència, cal dir que tothom és benvingut per unir-se a nosaltres, el FOTOCLUB POBLENOU.







Podeu consultar altres activitats relacionades amb l'exposició a: www.fotoclubpoblenou.cat





	
	
	Organitza: Fotoclub Poblenou

	
	
	Col·labora: Coordinadora dEntitats del Poblenou","","Del 07.09 al 06.10.2018","null","null","null","null","null","null","EXPO FOTOCLUB POBLENOU"
