web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración__Próximas inauguraciones,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
1537085763-110,http://www.miscelanea.info/gallery,CONVERSATION PIECES,https://www.miscelanea.info/e1091/conversation-pieces,CONVERSATION PIECES,"03 de Octubre  2018 al

				28 de Octubre  2018",INAUGURACIÓN: Miércoles 3 de Octubre a las 20:00h,/public/images/abetterstateofmind.jpg,"03 de Octubre  2018 al

				28 de Octubre  2018",null,null,null,null,null,/e1091/conversation-pieces,Iker Spozio
