web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__4,event_organizer__Fundación Suñol,event_venue__Fundación Suñol,event_category__Exposición__Fundación Suñol__Arte contemporáneo__Próximas inauguraciones,event_id
"1537085901-119","http://www.fundaciosunol.org/es/exposiciones/exposiciones-futuras/exposicion-fundacio-sunol/","Loop 2018. Domestic and Urban Landscape
																					
										
																					07.11 - 22.11.2018","http://www.fundaciosunol.org/es/event/loop-2018-domestic-and-urban-landscape/?instance_id=3390","Loop 2018. Domestic and Urban Landscape","http://www.fundaciosunol.org/wp-content/uploads/2018/09/Masbedo_Until-The-End_1-710x350.jpg","La Fundació Suñol acoge una exposición organizada por LOOP e In Between Art Film. Con motivo de su primera colaboración con LOOP, In Between Art Film presenta una selección de vídeos comisariada por Paola Ugolini, que se compone de obras de artistas internacionales que tratan de diversas maneras la arquitectura doméstica y el espacio urbano. Desde la fría arquitectura de las ciudades contemporáneas hasta la dimensión privada de una casa, todas las obras presentan la idea del hogar como la “epidermis del cuerpo humano”, en palabras de Frederick Kiesler. Además, los videos seleccionados ofrecen una visión general de la creación de imágenes en movimiento contemporánea, mientras que presentan una estética coherente con las películas producidas por In Between Art Film.","07.11. - 22.11.2018","07.11. - 22.11.2018","null","null","null","null","null","Loop 2018. Domestic and Urban Landscape"
"1537085899-118","http://www.fundaciosunol.org/es/exposiciones/exposiciones-futuras/exposicion-fundacio-sunol/","ACTO 40. Sinéad Spelman
																					
										
																					28.11.2018 - 12.01.2019","http://www.fundaciosunol.org/es/event/acte-40-sinead-spelman/?instance_id=3382","ACTO 40. Sinéad Spelman","http://www.fundaciosunol.org/wp-content/uploads/2018/09/Imatge-per-web-provisional1-710x350.jpg","La Fundació Suñol organiza el ACTO 40: Sinéad Spelman, el último proyecto de la artista irlandesa ideado específicamente para el Nivell Zero.","28.11.2018 - 12.01.2019","28.11.2018 - 12.01.2019","null","null","null","null","null","ACTO 40. Sinéad Spelman"
