web-scraper-start-url,event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue,event_link,event_link-href,event_organizer__MACBA,event_category__Actividad__MACBA,event_maplink__1,event_cost__,event_id
http://www.macba.cat/es/actividades,Parlem de... Rosemarie Castoro. Enfocar al infinito,Con Tanya Barson y Mariana Cánepa,http://www.macba.cat/uploads/20171106/Rosemarie_Castoro_Red_Pink_Green_Gray_1965.0.jpg,"PARLEM DE… ROSEMARIE CASTORO. ENFOCAR AL INFINITO

Con Tanya Barson y Mariana Cánepa



El programa Parlem de quiere generar espacios de debate, a partir de las exposiciones del museo, entre distintos agentes y artistas de la ciudad y el público que nos visita. Es un espacio de encuentro que entiende las exposiciones como poderosos dispositivos activadores de la imaginación y generadores de discursos que a menudo exceden aquellos previstos por la institución o preconcebidos por el equipo curatorial.",11 nov.,09 dic. 2017,MACBA,,http://www.macba.cat/es/parlem-de-rosemarie-castoro-enfocar-al-infinito/1//activ,null,null,null,null,/es/parlem-de-rosemarie-castoro-enfocar-al-infinito/1//activ
http://www.macba.cat/es/actividades,"Alternate Endings, Radical Beginnings",Day Without Art,http://www.macba.cat/uploads/20171115/Day_with_out_art_17_logo.3.jpg,"Con motivo del día mundial de la lucha contra el SIDA, el MACBA participa en la iniciativa Day Without Art, iniciada en 1989 por Visual AIDS de Nueva York, con Alternate Endings, Radical Beginnings. Se trata de un programa de vídeo comisariado para Visual AIDS por Erin Christovale y Vivian Crockett, quienes han priorizado las narrativas negras en la actual pandemia de SIDA a través de siete cortos videográficos realizados para la ocasión por los artistas Mykki Blanco, Cheryl Dunye & Ellen Spiro, Reina Gossett, Thomas Allen Harris, Kia Labeija, Tiona Nekkia McClodden y Brontez Purnell.

 

Pese al impacto del VIH/SIDA en las comunidades negras, esos relatos y experiencias están en gran medida excluidos de las grandes narrativas artísticas e históricas. En 2016, las personas afroamericanas representaron el 44% del total de nuevos casos de VIH diagnosticados en Estados Unidos. En este contexto, es necesario y urgente presentar una miríada de historias que traten de la vida de esas personas comprendidas en la estadística. Alternate Endings, Radical Beginnings pone énfasis en las voces de los que están marginalizados en el seno de las propias comunidades negras de todo el país, entre los que se cuentan las personas queer y trans. Este material será presentado en el MACBA en relación con realidades más cercanas por Nancy Garín y Linda Valdés del colectivo Equipo re, que desde hace cinco años investiga en torno a las políticas del cuerpo en el régimen neoliberal desde los espacios del arte y la cultura. Su trabajo, hoy enfocado en el proyecto Anarchivo SIDA, busca construir una de las posibles narraciones de las historias negadas, invisibilizadas y fundamentales en las luchas contra las políticas institucionales del VIH/SIDA en el Estado español y algunos países de América Latina.



Visual AIDS es una organización de arte contemporáneo con sede en Nueva York que utiliza el arte para luchar contra el SIDA propiciando el diálogo, apoyando a los artistas seropositivos y preservando un legado.



Equipo re (Aimar Arriola, Nancy Garín y Linda Valdés) es una plataforma de investigación y producción que trabaja en el cruce entre las políticas del cuerpo y el archivo. Desde 2012 han desarrollado iniciativas de investigación y de organización de actividades públicas en el Museo de Arte Contemporáneo MAC de Santiago, Chile; la Universidad de Concepción en Concepción, Chile; La Purée Associació Cultural en Barcelona; el Museo Reina Sofía en Madrid; UNIA arteypensamiento en Sevilla; Loop en Barcelona o Tabakalera en Donostia, entre otros.



Este proyecto cuenta con una ayuda del National Endowment for the Arts y el generoso apoyo de The Shelley & Donald Rubin Foundation. Visual AIDS expresa también su agradecimiento a los artistas por el tiempo y los recursos que han invertido en el proyecto.",01 dic. 2017,null,Auditori Meier,,http://www.macba.cat/es/alternate-endings-radical-beginnings/1//activ,null,null,null,null,/es/alternate-endings-radical-beginnings/1//activ
