web-scraper-start-url,event_link,event_link-href,event_title,event_start,event_text,event_image-src,event_end,event_category__Exposición__Museo Can Framis__Pintura__Arte local__Próximas inauguraciones,event_organizer__Museo Can Framis,event_venue__Museo Can Framis,event_maplink__1,event_cost__5,event_id
http://www.fundaciovilacasas.com/es/calendario-exposiciones-museo/museo-can-framis-barcelona,,http://www.fundaciovilacasas.com/es/exposicion/cine-arte-y-politica,"PERE PORTABELLA
				 - Cine, arte y política",Lunes 12 | febrero - Martes 26 | Junio,"Asimismo, la muestra cuenta con la colaboración de la Filmoteca de Catalunya, que se suma al presente homenaje.",https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A16090746.jpg,Lunes 12 | febrero - Martes 26 | Junio,null,null,null,null,null,"Cine, arte y política"
