"event_link","event_title","event_description","event_start","event_end","event_category","event_maplink","event_organizer","event_venue","event_cost"
"http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/artemochicadelantiguoperu_es.html","Amplía la imagen. Arte mochica del antiguo Perú.  Oro, mitos y rituales. Imagen 01 (Abre en una ventana nueva)","<img src='http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/arte_morchica_mini.jpg' width='228' height='182' alt='Amplía la imagen. Arte mochica del antiguo Perú.  Oro, mitos y rituales. Imagen 01 (Abre en una ventana nueva)' /><p>Arte mochica del antiguo Perú


 Visita virtual
a la exposición






El arte mochica de la costa norte peruana constituye un arte muy desarrollado. Sus creadores mostraron no tan solo maestría sino un gran conocimiento de las narrativas cosmológicas y mitológicas que permitían explicar el mundo. Sus magníficas obras nos explican cómo esta sociedad plasmó sus historias, creencias, mitos y ritos en objetos de cerámica, y cómo sus líderes expresaron su poder y ascendencia divina a través de la vestimenta, con los atributos de los animales sagrados. 
 
Actividades relacionadas


» Conferencia a cargo de la comisaria "Arte mochica del antiguo Perú" 


» Ciclo de conferencias "Entre hombres y dioses. Descubriendo la cultura mochica" 


» CaixaForum Kids "Más que una visita. La ruta mochica" 


» Visita comentada a la exposición "Arte mochica del antiguo Perú" 







 









Folleto de la exposición "Arte mochica del antiguo Perú. Oro, mitos y rituales" (PDF, 764 KB) 
































De lunes a domingo y festivos, de 10 a 20 h


CaixaForum Barcelona. Av. de Francesc Ferrer i Guàrdia, 6-8. 08038 BARCELONA</p><p><a href='http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/artemochicadelantiguoperu_es.html' target='_blank'>+info</a></p>","03/06/2015","06/07/2015","CaixaForum, Exposición","1","CaixaForum","CaixaForum","4"
