web-scraper-start-url,event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__4,event_organizer__Fundación Suñol,event_venue__Fundación Suñol,event_category__Exposición__Fundación Suñol__Arte contemporáneo__Próximas inauguraciones,event_id
http://www.fundaciosunol.org/es/exposiciones/exposiciones-futuras/exposicion-fundacio-sunol/,"Visitas guiadas: FERNANDO VIJANDE. Retrato: 1971-1987
																							@ Fundació Suñol
																					
										
																					25.11.2017 - 04.02.2018",http://www.fundaciosunol.org/es/event/visites-guiades-fernando-vijande-retrat-1971-1987/?instance_id=2919,Visitas guiadas: FERNANDO VIJANDE. Retrato: 1971-1987,http://www.fundaciosunol.org/wp-content/uploads/2017/11/IMG-20171113-WA0002-710x350.jpg,"La Fundació Suñol organiza una serie de visitas comentadas para público individual a la exposición FERNANDO VIJANDE. Retrato: 1971-1987. Las décadas de los setenta y los ochenta supusieron un momento vibrante y transgresor para el arte español. Fernando Vijande fue el galerista que, a través de sus espacios de la Galería Vandrés (1971-1980) y la Galería Fernando Vijande (1981-1987), impulsó nacional e internacionalmente la obra de unos artistas que justo empezaban sus carreras profesionales.",25.11.2017 - 04.02.2018,25.11.2017 - 04.02.2018,null,null,null,null,null,Visitas guiadas: FERNANDO VIJANDE. Retrato: 1971-1987
