web-scraper-start-url,event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__0,event_organizer__Blueproject Foundation,event_venue__Blueproject Foundation,event_category__Exposición__Blueproject Foundation__Arte contemporáneo__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
http://www.blueprojectfoundation.org/es/exposiciones,De la línea al movimiento,http://www.blueprojectfoundation.org/cache/com_zoo/images/portada_claudia_5ac99a80118cb8c56a5e35f757c466d9.jpg,Más información próximamente.,14.12.2017 - 04.03.2018,14.12.2017 - 04.03.2018,null,null,null,null,null,/es/exposiciones/item/de-la-linea-al-movimiento,De la línea al movimiento,http://www.blueprojectfoundation.org/es/exposiciones/item/de-la-linea-al-movimiento,"La Blueproject Foundation presenta la exposición ""De la línea al movimiento - Inventar cosas para hacer mientras se camina"" de Jorge Méndez Blake (México, 1974) y Mateo López (Colombia, 1978), comisariada por Claudia Segura. La muestra se podrá ver en la Sala Project del 14 de diciembre de 2017 al 4 de marzo de 2018."
