event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__4,event_organizer__Fundación Suñol,event_venue__Fundación Suñol,event_category__Exposición__Fundación Suñol__Arte contemporáneo,event_id
"Diálogos de la mirada
																					
										
																					10.02 - 10.09.2016","http://www.fundaciosunol.org/es/event/dialegs-de-la-mirada/?instance_id=1049","Diálogos de la mirada","http://www.fundaciosunol.org/wp-content/uploads/2015/02/JuanGenov--sweb-710x350.jpg","Inauguración el 10 de febrero de 2016, a las 19h.","10.02. - 10.09.2016","10.02. - 10.09.2016","null","null","null","null","null","Diálogos de la mirada"
"ENRIC FARRÉS DURAN: El Viatge Frustrat
																					
										
																					15.02.2016","http://www.fundaciosunol.org/es/event/enric-farres-duran-el-viatge-frustrat/?instance_id=1059","ENRIC FARRÉS DURAN: El Viatge Frustrat","http://www.fundaciosunol.org/wp-content/uploads/2015/09/viatge_frustrat-710x350.jpg","Lunes 15 de febrero de 2016, a las 19 h","15.02.2016","15.02.2016","null","null","null","null","null","ENRIC FARRÉS DURAN: El Viatge Frustrat"
