event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_title,event_category__CaixaForum__Exposición,event_maplink__1,event_organizer__CaixaForum,event_venue__CaixaForum,event_cost__4,event_id
"· Gestos iconoclastas, imágenes heterodoxas. COMISART",http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/gestosiconoclastas_es.html,,Del 4 de marzo al 5 de junio de 2016,Del 4 de marzo al 5 de junio de 2016,"La Obra Social ""la Caixa"" presenta la segunda edición de Comisart. Nuevas miradas sobre la Colección ""la Caixa"", convocatoria de ayudas creada para promover el comisariado emergente en el ámbito del arte contemporáneo y dar mayor proyección a jóvenes que inician su camino profesional.","Gestos iconoclastas, imágenes heterodoxas. COMISART",null,null,null,null,null,
· Impresionistas y modernos. Obras maestras de la Phillips Collection,http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/impresionistasymodernos_es.html,http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/impresionistas_y_modernos_02_mini.jpg,Del 11 de marzo al 19 de junio de 2016,Del 11 de marzo al 19 de junio de 2016,"Esta muestra recorrerá los nombres de los principales maestros de la pintura desde el romanticismo hasta el expresionismo abstracto a través de las obras de Manet, Courbet, Sisley, Van Gogh, Degas, Picasso, Modigliani, Kandinski, Pollock y Rothko, entre otros, todas procedentes de la Phillips Collection, una de las mayores colecciones de los Estados Unidos en arte moderno y vanguardias.",Impresionistas y modernos,null,null,null,null,null,/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/impresionistas_y_modernos_02_mini.jpg
"· El peso de un gesto. La mirada de Julião Sarmento en las Colecciones CAM, MACBA, ""la Caixa""",http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/elpesodeungesto_es.html,http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/el_peso_de_un_gesto_01_mini.jpg,Del 11 de febrero al 1 de mayo de 2016,Del 11 de febrero al 1 de mayo de 2016,"Pinturas, esculturas, vídeos e instalaciones se reúnen en esta exposición para seducir la mirada y provocar un relato dedicado al espectador en el que las obras actúan, proponen, dialogan y también emocionan. El artista portugués Julião Sarmento es el autor de este proyecto. Se le propuso realizar una exposición, ejerciendo su mirada de artista, con obras de las colecciones de la Fundació ""la Caixa"", 
el MACBA y el CAM de la Fundaçao Gulbenkian de Lisboa.","El peso de un gesto. La mirada de Julião Sarmento en las Colecciones CAM, MACBA, ""la Caixa""",null,null,null,null,null,/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/el_peso_de_un_gesto_01_mini.jpg
