event_link,event_link-href,event_start,event_end,event_image-src,event_title1,event_title2,event_text,event_maplink__1,event_cost__0,event_category__Exposición__La Capella__Arte emergente__Arte local__Próximas inauguraciones,event_organizer__La Capella,event_venue__La Capella,event_id
Synthesis,http://lacapella.bcn.cat/es/exposicions/synthesis,"Martes, 18 Julio, 2017","Lunes, 25 Septiembre, 2017",http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/exposicions/mutiloa1_0.jpg,Synthesis,David Mutiloa,"SYNTHESIS repasa las transformaciones ocurridas en las últimas décadas dentro de las dinámicas del trabajo productivo: la digitalización de los procesos, la fractalización de los tiempos y los espacios, la absorción de facultades cognitivas y afectivas, etc. Durante gran parte del siglo XX, el trabajador luchó por alcanzar una condición social que le permitiese escapar de la alienación ocasionada por el trabajo, pero esta aspiración a la autorrealización acabó integrándose perfectamente dentro de la cadena productiva, lo que ha generado un estado de depresión constante y generalizado. SYNTHESIS buscará trazar la génesis de este cambio, tomándolo como el punto de inflexión en el que reside el origen de la tragedia contemporánea.",null,null,null,null,null,/es/exposicions/synthesis
