event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__6,event_venue__CCCB,event_category__CCCB__Actividad,event_id,event_title2,event_start,event_end
The Influencers 2016,http://www.cccb.org/es/actividades/ficha/the-influencers-2016/224706,The Influencers 2016,http://www.cccb.org/rcs_gene/kenneth-goldsmith_the-influencers-2016_cccb.jpg,"Llega la duodécima edición del festival The Influencers, una aventura hacia los territorios menos conocidos del arte contemporáneo, la guerrilla de la comunicación y las nuevas culturas digitales, con participantes como el creador de Ubuweb Kenneth Goldsmith, o William Binney, exanalista de la Agencia de Seguridad Nacional de los EE.UU.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/the-influencers-2016/224706,"Arte no convencional, guerrilla de la comunicación, entretenimiento radical",20 - 22 octubre 2016,20 - 22 octubre 2016
