event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__6,event_venue__CCCB,event_category__CCCB__Actividad,event_id,event_title2,event_start,event_end
¿Cómo será el futuro de internet?,http://www.cccb.org/es/actividades/ficha/como-sera-el-futuro-de-internet/224405,¿Cómo será el futuro de internet?,,"Que el hombre llegó a la luna ya es un hecho asumido, como también que tarde o temprano llegaremos a Marte. Pero… ¿Quién imaginaba hace 50 años alguna cosa tan imprescindible como lo es hoy internet?",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/como-sera-el-futuro-de-internet/224405,Taller lúdico y participativo sobre el futuro de la red,8 octubre 2016,8 octubre 2016
