event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
http://www.artbarcelona.es/wp-content/uploads/2017/02/prueba1lucia_c_pino-b-copia.jpg,etHALL,,http://www.artbarcelona.es/es/exposiciones/derby-bakora/,Lucía C. Pino,,03.02.17 – 18.03.17,etHALL,Derby Bakora,"Derby Bakora tiene esa parte que en la primera palabra remite a la industria del motor y a las competiciones deportivas. La segunda componente tiene su origen en la higuera de bacor, albacor o albacora (del árabe al-bakura) que es parte del legado árabe en la zona de levante. La higuera es un árbol frutal que según los arqueobotánicos se cultivaba hace 11.400 años. Higos y restos de motos, tubos, resinas, grasa. Material sólido comprendido como organismo. Materia vibrante, fluido seco. Ghost Rider.
Cosas aparentemente remotas se relacionan de manera natural a través del cuerpo-mente-energía de quien propone. Una manera de pensar y sentir atravesada por el deseo de ser piel roja y bakora transfeminista.
Un cuerpo disciplinado es un organismo termodinámico, con órganos que se estructuran y organizan jerárquicamente, atravesados por corrientes de energía que tienden hacia la entropía y la muerte.
En Derby Bakora la artista propone un ejercicio escultórico donde descentralizar la optimización de recursos en beneficio de la experimentación, considerando que el poder post-disciplinario opera en un espacio de flujos, turbulento, que se ordena por medio de la modulación. Bakora modular turbulenta.",null,null,null,http://www.artbarcelona.es/es/exposiciones/derby-bakora/
http://www.artbarcelona.es/wp-content/uploads/2017/02/sobrelmardenuvols.jpg,Galería Trama,,,Marco Noris,02.03.17 – 04.04.17,02.03.17 – 04.04.17,Galería Trama,No era el sol,,null,null,null,http://www.artbarcelona.es/es/exposiciones/no-era-el-sol/
http://www.artbarcelona.es/wp-content/uploads/2017/02/sobrelmardenuvols.jpg,Galería Trama,,http://www.artbarcelona.es/es/exposiciones/no-era-el-sol/,Marco Noris,,02.03.17 – 04.04.17,Galería Trama,No era el sol,"Dibujante y pintor en esencia, Marco Noris ha pasado por el mundo del videoarte, del net-art y de la fotografía antes de restablecer y enfocar su práctica artística en el ámbito de la pintura: una elección que nace de la necesidad de establecer una autonomía física y temporal con respecto a la máquina y al mundo digital. Noris actualmente está trabajando temas como la ruinas y la memoria histórica, buscando en el pasado las claves para entender el presente y vislumbrar el futuro.
 
En España ha exhibido en Barcelona (Galería Sicart, Cyan Gallery, Galería Esther Montoriol, Galería Contrast, Galería H2O, The Private Space, Casa Elizalde, Can Felipa, Espai M de La Escocesa, etc.), en Madrid (Matadero), en Castellón (Galería Canem) y en la 5ª Bienal de Vic. En el extranjero destaca su participación en exposiciones y festivales en Estados Unidos (New York, The Active Space, 2014), Italia (Different Pulses, 2013 y ParmaPoesia, 2002) y en Francia (París, Centre Pompidou, 2002). Entre el 2016 y el 2017 Noris tendrá exposiciones individuales en la Galería Canem (Castellón), en el Templo Romano de Vic y en la galería Trama (Barcelona).",null,null,null,http://www.artbarcelona.es/es/exposiciones/no-era-el-sol/
http://www.artbarcelona.es/wp-content/uploads/2017/02/prueba1lucia_c_pino-b-copia.jpg,etHALL,,,Lucía C. Pino,03.02.17 – 18.03.17,03.02.17 – 18.03.17,etHALL,Derby Bakora,,null,null,null,http://www.artbarcelona.es/es/exposiciones/derby-bakora/
