event_link,event_link-href,event_start,event_end,event_image-src,event_title1,event_title2,event_text,event_maplink__1,event_cost__0,event_category__Actividad__La Capella,event_organizer__La Capella,event_venue__La Capella,event_id
La dissidència nostàlgica / Visita comentada con Joana Hurtado,http://lacapella.bcn.cat/es/activitats/la-dissid%C3%A8ncia-nost%C3%A0lgica-visita-comentada-con-joana-hurtado,"Martes, 14 Marzo, 2017","Martes, 14 Marzo, 2017",http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/pareimaremexic.jpg,La dissidència nostàlgica / Visita comentada con Joana Hurtado,Joana Hurtado,"Visitas comentadas a cargo de la comisaria Joana Hurtado Matheu. 
14 de marzo y 25 de abril, a las 18.00 h.",null,null,null,null,null,/es/activitats/la-dissid%C3%A8ncia-nost%C3%A0lgica-visita-comentada-con-joana-hurtado
