event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__4,event_organizer__Fundación Suñol,event_venue__Fundación Suñol,event_category__Exposición__Fundación Suñol__Arte contemporáneo,event_id
"LITERARTURA en la Fundació Suñol
																					
										
																					24.10 - 19.12.2016","http://www.fundaciosunol.org/es/event/literartura-a-la-fundacio-sunol/?instance_id=2368","LITERARTURA en la Fundació Suñol","http://www.fundaciosunol.org/wp-content/uploads/2016/09/A-veces-siempre-petit-710x350.jpg","Este otoño, en la Fundació Suñol iniciamos una nueva actividad centrada en la relación entre arte y literatura. Una vez al mes proponemos una lectura que, por su contenido o contexto, guarda alguna relación con el ámbito artístico. La selección de títulos se ha llevado a cabo teniendo en cuenta las exposiciones y el fondo de la colección. A propósito de los libros recomendados se celebrará un coloquio en la sede de la fundación con la participación de artistas, escritores y comisarios. Para cada sesión proponemos dos lecturas, una principal ¬que todos los participantes deberían hacer, y una secundaria –para los que leen mucho– que podrá servir de complemento.","24.10. - 19.12.2016","24.10. - 19.12.2016","null","null","null","null","null","LITERARTURA en la Fundació Suñol"
"Camins encontrats. Joan Rabascall. Obras: 1975 y 2012
																					
										
																					05.10.2016 - 18.03.2017","http://www.fundaciosunol.org/es/event/camins-encontrats-joan-rabascall/?instance_id=2386","Camins encontrats. Joan Rabascall. Obras: 1975 y 2012","http://www.fundaciosunol.org/wp-content/uploads/2016/09/Imatge-Web-Camins-Encontrats-710x350.jpg","Inauguración el 4 de octubre de 2016, a las 19h.","05.10.2016 - 18.03.2017","05.10.2016 - 18.03.2017","null","null","null","null","null","Camins encontrats. Joan Rabascall. Obras: 1975 y 2012"
"ACTE 35: Tatiana Busto Garcia. Paisaje en Fuga (microhistorias en una ciudad interrumpida)
																					
										
																					25.10 - 17.12.2016","http://www.fundaciosunol.org/es/event/acte-35-tatiana-busto-garcia-paisaje-en-fuga-microhistorias-en-una-ciudad-interrumpida/?instance_id=2388","ACTE 35: Tatiana Busto Garcia. Paisaje en Fuga (microhistorias en una ciudad interrumpida)","http://www.fundaciosunol.org/wp-content/uploads/2016/10/Portada-Nota-de-premsa-Digital-710x350.jpg","Inauguración el 25 de octubre de 2016 a las 19.30h","25.10. - 17.12.2016","25.10. - 17.12.2016","null","null","null","null","null","ACTE 35: Tatiana Busto Garcia. Paisaje en Fuga (microhistorias en una ciudad interrumpida)"
"Diálogos de la mirada
																					
										
																					10.02 - 29.10.2016","http://www.fundaciosunol.org/es/event/dialegs-de-la-mirada/?instance_id=2306","Diálogos de la mirada","http://www.fundaciosunol.org/wp-content/uploads/2015/02/JuanGenov--sweb-710x350.jpg","Inauguración el 10 de febrero de 2016, a las 19h.","10.02. - 29.10.2016","10.02. - 29.10.2016","null","null","null","null","null","Diálogos de la mirada"
