event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Diseño,event_id
"Más >","http://ajuntament.barcelona.cat/museudeldisseny/es/exposicion/tapas-spanish-design-food","www.barcelona.cat","http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half/public/exhibition/tapas_22_banner.jpg?itok=IedjKu3R","La exposición Tapas presenta una selección de diseños españoles destinados al mundo de la alimentación. Una breve introducción histórica relaciona la historia del comer con el mundo del arte, la fotografía y la cinematografía, y se explica el origen de la «tapa», este singular modo de compartir la comida en España.","08 / 03 / 2017","21 / 05 / 2017","null","null","null","null","null","TAPAS. Spanish Design For Food
    
            Temporal
                  
		08 / 03 / 2017
			 - 
	21 / 05 / 2017"
