"EVENT NAME","VENUE NAME","ORGANIZER NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"KKADE (Schwarzmaler, CH) ""Broken Fonts II""","The Trace Gallery","The Trace Gallery","12/01/2017","","","",1,"Exposición, Espacios alternativos","0","https://www.facebook.com/events/491374077905089/",1,1,"<p><img src='http://scontent.xx.fbcdn.net/v/t31.0-8/q92/s720x720/23213008_2044298225600657_4269664084946106040_o.jpg?oh=73c3d94d9235cc4062a8255edf7eed57&oe=5AA86400' width='228' height='182' alt='KKADE (Schwarzmaler, CH) ""Broken Fonts II""' />-MORE INFORMATION SOON!-<br /><br />1th December 2017<br />""BROKEN FONTS II""<br />KKADE (SCHWARZMALER) | Solo-Exhibition<br />at The Trace Gallery, Zürich<br /><br />www.kkade.com<br />www.thetrace.ch</p>","https://scontent.xx.fbcdn.net/v/t31.0-8/q92/s720x720/23213008_2044298225600657_4269664084946106040_o.jpg?oh=73c3d94d9235cc4062a8255edf7eed57&oe=5AA86400"
