event_title,event_start,event_text,event_image-src,event_end,event_base-url__http://www.cccanfelipa.cat/arts-visuals/exposicio-en-curs/,event_category__Exposición__Centre Cívic Can Felipa__Arte emergente__Próximas inauguraciones,event_organizer__Centre Cívic Can Felipa,event_venue__Centre Cívic Can Felipa,event_maplink__1,event_cost__0,event_id
"LIMITROFIES","Del 17.10.2017 al 13.01.2018","Inauguració: dimarts 17.10.2017 > 19.30 h

	
	

Els projectes seleccionats per a
aquesta exposició són treballs que no confonen la mediació amb la restauració
de l'edat mitjana, detesten el selfisme
i plantegen tractes anti especistes, tan alegres com només els animals solen
ser-ho.




La limitrofia seria aquest lloc
encantat pel postergar antropocèntric que impedeix tot antagonisme. I es tracta
de sortir-ne com més aviat millor.




Dues indicacions:




Descomplaure. Es tractaria més
aviat de plaer amb. No tractaràs el públic de principiant i molt menys li donaràs quintades.




Descansar del fetitxisme Diògenes.
Produir un objecte hauria de ser un acte correlatiu, no té a veure amb un
dandisme entre les coses.







Amb Míriam C. Cabeza, Marc Herrero, Megan Michalak, Somos Nosotros, Art al Quadrat, Adrian
Schindler  i Andrés Vial. 

		
		

Tutoritzat per Javier Peñafiel.","http://www.cccanfelipa.cat/uploads/programacio/t1/20171010133327-1.jpg","Del 17.10.2017 al 13.01.2018","null","null","null","null","null","null","LIMITROFIES"
