event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src,event_organizer__Hangar
Redes alternativas DIY. Mercenarios de datos y Autohosting en la Raspberry Pi,30 - 31 octubre 2017 - Hangar,30 - 31 octubre 2017 - Hangar,30 - 31 octubre 2017 - Hangar,null,,https://hangar.org/es/workshops-artist2artists/espanol-taller-redes-alternativas-diy-mercenarios-de-datos-y-autohosting-en-la-raspberry-pi/,null,null,null,https://hangar.org/es/workshops-artist2artists/espanol-taller-redes-alternativas-diy-mercenarios-de-datos-y-autohosting-en-la-raspberry-pi/,https://hangar.org/webnou/wp-content/uploads/2017/07/img_taller_1-200x150.jpg,null
Grigri Pixel: Taller de Fabricación de mobiliario urbano para el pasaje Trullàs,del 2 al 12 noviembre,del 2 al 12 noviembre,del 2 al 12 noviembre,null,,https://hangar.org/es/workshops-artist2artists/gri-gri-pixel-taller-de-fabricacio-de-mobiliari-urba-per-al-passatge-trullas/,null,null,null,https://hangar.org/es/workshops-artist2artists/gri-gri-pixel-taller-de-fabricacio-de-mobiliari-urba-per-al-passatge-trullas/,https://hangar.org/webnou/wp-content/uploads/2017/03/PORTADA-POST-GRIGRI-200x150.jpg,null
