event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__0,event_organizer__Blueproject Foundation,event_venue__Blueproject Foundation,event_category__Exposición__Blueproject Foundation__Arte contemporáneo__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
Julia Gorostidi,http://www.blueprojectfoundation.org/cache/com_zoo/images/bloque_gorostidi_2x2_b6f1a575d428b2aebf2cd16f4a1681f0.jpg,Más información próximamente.,27.10.17 - 03.12.17,27.10.17 - 03.12.17,null,null,null,null,null,/es/exposiciones/item/julia-gorostidi,Julia Gorostidi,http://www.blueprojectfoundation.org/es/exposiciones/item/julia-gorostidi,"La exposición ""Julia Rosa Angela and the others after her"" de Julia Gorostidi, tercera artista residente de 2017, se inaugurará el 27 de octubre de 2017."
