event_title,event_start,event_text,event_image-src,event_end,event_base-url__https://www.lapedrera.com/es/exposiciones-0,event_category__Exposición__La Pedrera,event_organizer__La Pedrera,event_venue__La Pedrera,event_maplink__1,event_cost__3,event_id
"Modernismo. Arte, talleres, industrias","08/10/2015  -  07/02/2016 |","null","https://www.lapedrera.com/sites/default/files/styles/crop_653x255/public/exposicio%20modernisme%20llarg.jpg?itok=RXKCSP7G","08/10/2015  -  07/02/2016 |","null","null","null","null","null","null","Modernismo. Arte, talleres, industrias"
