"EVENT NAME","VENUE NAME","ORGANIZER NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"Seminari: 'Una càmera pròpia'","null","Finestres de la memòria","10/23/2018","","10/30/2018","",1,"","","https://www.facebook.com/events/330982177450613/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q87/p180x540/42901586_1556713951140620_5491373055261278208_n.jpg?_nc_cat=108&oh=414e1acea182d18b77690bbe131ec371&oe=5C55452B' width='228' height='182' alt='Seminari: 'Una càmera pròpia'' /></p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q87/p180x540/42901586_1556713951140620_5491373055261278208_n.jpg?_nc_cat=108&oh=414e1acea182d18b77690bbe131ec371&oe=5C55452B"
"Kazuma Obara en conversación con Marc Feustel","null","Fundació Foto Colectania","10/17/2018","","10/17/2018","",1,"","","https://www.facebook.com/events/311429532976882/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q84/p526x296/42887262_10156165949001843_2213195268944297984_n.jpg?_nc_cat=102&oh=aeddb6a94d895b05caae11c85b1709d4&oe=5C553367' width='228' height='182' alt='Kazuma Obara en conversación con Marc Feustel' /></p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q84/p526x296/42887262_10156165949001843_2213195268944297984_n.jpg?_nc_cat=102&oh=aeddb6a94d895b05caae11c85b1709d4&oe=5C553367"
"Opening Exhibition by Núria Prat & Anabel Príncipe","MOB BLN","MOB BLN","10/05/2018","","10/05/2018","",1,"","","https://www.facebook.com/events/1008202876033848/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s843x403/42924533_2324753880887856_8654268666608615424_o.jpg?_nc_cat=103&oh=ea32d239fd8ac7810c085480358d9b44&oe=5C51B4CC' width='228' height='182' alt='Opening Exhibition by Núria Prat & Anabel Príncipe' />Join us on Friday October th 5th at MOB BLN for the Opening Exhibition of artists Núria Prat and Anabel Principe.<br /><br />About the artists<br /><br />Núria Prat is an erotic ilustrator who focuses her art on parts of the human body, specially butts.<br /><br />She approaches human anatomy in a very authentic and natural way, and she likes every painting to have a personal story behind. <br /><br />At MOB BLN she is presenting a series of friend and acquaintance's butts, people who agreed to pose for her choosing their own clothes and posture in order to feel comfortable and sexy. <br /><br />More info about Núria Prat on wer website: https://www.nuriaprat.es/<br /><br />Atendees will meet the illustrators and there will be drinks and food.</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s843x403/42924533_2324753880887856_8654268666608615424_o.jpg?_nc_cat=103&oh=ea32d239fd8ac7810c085480358d9b44&oe=5C51B4CC"
"El Mobiliari de Gaudí. Disseny i evolució","null","La Pedrera-Casa Milà","10/09/2018","","10/09/2018","",1,"","","https://www.facebook.com/events/924954387698684/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/42970350_2384805528226201_8274853089631010816_n.jpg?_nc_cat=101&oh=65a08c9fdc91b3834262089372d033f5&oe=5C57BA30' width='228' height='182' alt='El Mobiliari de Gaudí. Disseny i evolució' /></p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/42970350_2384805528226201_8274853089631010816_n.jpg?_nc_cat=101&oh=65a08c9fdc91b3834262089372d033f5&oe=5C57BA30"
"Opening Exhibition by Beatriz Minguez de Molina","null","Mob&pau","10/18/2018","","10/18/2018","",1,"","","https://www.facebook.com/events/1030964133695074/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/q89/s2048x2048/42983378_2324426940920550_8800267000275271680_o.jpg?_nc_cat=100&oh=bb9b3fc07127a2e2c90d2e539f6e71e1&oe=5C200497' width='228' height='182' alt='Opening Exhibition by Beatriz Minguez de Molina' /></p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/q89/s2048x2048/42983378_2324426940920550_8800267000275271680_o.jpg?_nc_cat=100&oh=bb9b3fc07127a2e2c90d2e539f6e71e1&oe=5C200497"
"Inauguración de la exposición 'Jardines, cactus y flores'","Victor Lope Arte Contemporaneo","Victor Lope Arte Contemporaneo","10/10/2018","","10/10/2018","",1,"","","https://www.facebook.com/events/2153882474876319/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/43036331_2101318486546067_1011650053032378368_n.jpg?_nc_cat=108&oh=d46bec1c3dd273ba406c3b7f8ba7f028&oe=5C1EA552' width='228' height='182' alt='Inauguración de la exposición 'Jardines, cactus y flores'' />El desierto es probablemente uno de los lugares más inhóspitos en los que el ser humano puede encontrarse: sol abrasador, arenas en constante movimiento, y una escasez pasmosa de agua. La antítesis del desierto es la jungla, igualmente inhóspita pero por motivos opuestos: humedad aplastante, vegetación espesa y cientos de seres vivos que compiten por sobrevivir, ya sea haciendo la fotosíntesis o acechando entre la maleza. Entre estos rivales se encuentra el ser humano, luchando por hacerse un lugar en la jungla, en el desierto e intentando someter la naturaleza bajo su yugo; de esta manera, nació el jardín. <br />Alejandra Atarés (Zaragoza, 1987) presenta en esta exposición una nueva serie pictórica en la que trabaja con estos elementos, el paisaje árido dominado por majestuosos cactus saguaro, la espesura tropical de la jungla y el sosiego del parterre ajardinado. Después de sus celebradas series de retratos de espaldas en las que el paisaje, siendo igualmente protagonista, quedaba en un obvio segundo término, Atarés ha apostado por eliminar la figura humana - pero no su rastro - de sus ahora despejados parajes. En esta nueva vía pictórica, la artista ha mantenido el que es su rasgo más característico: un cromatismo subido que perfuma las escenas con un aroma de artificio e irrealidad. <br />Por otro lado, y como ya hemos dicho, hay algo que subyace en los lienzos de Atarés. Cierto es que no hay representación humana en la mayoría de los lienzos que conforman la muestra, sin embargo, en algunos de ellos encontramos, por ejemplo, azulejos alicatando el suelo del desierto. Este hecho, por sí solo, ya nos lleva a hablar de los límites del control de lo humano: quizá algún día podamos embaldosar entero el desierto de Sonora, pero éste siempre acabará recuperando su terreno y abriéndose paso entre las baldosas. Sin embargo, este ejemplo concreto también es una síntesis visual del paso de Atarés por EEUU: en una imagen sintetiza una idílica puesta de sol rojiza que baña los cactus y matojos de Arizona que crecen sobre el azulejo que podría pertenecer a cualquier casa barcelonesa anterior a 1930. <br />Pasado todo por ese filtro instagrammer que convierte cada tela de la artista zaragozana en una escena artificiosa, es tarea del observador determinar los límites de la realidad propuesta: ¿se trata de un sueño? ¿de la representación de un lugar real? ¿se trata pues de la representación de un decorado? Sin que eso importe demasiado, entre jardines, cactus y flores, será donde quizás encontremos el snapshot perfecto. <br /><br />Jordi Garrido<br />Crítico de arte</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/43036331_2101318486546067_1011650053032378368_n.jpg?_nc_cat=108&oh=d46bec1c3dd273ba406c3b7f8ba7f028&oe=5C1EA552"
"Transtemps (1988-2018)","La Xina Art","Xesco Mercé","10/20/2018","","10/20/2018","",1,"","","https://www.facebook.com/events/544563545972086/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q83/p526x296/42970402_10156761396617451_2794779994541260800_n.jpg?_nc_cat=101&oh=5d7c2f00b7e44db7c5a367f5c2dbcef8&oe=5C52A0A0' width='228' height='182' alt='Transtemps (1988-2018)' /></p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q83/p526x296/42970402_10156761396617451_2794779994541260800_n.jpg?_nc_cat=101&oh=5d7c2f00b7e44db7c5a367f5c2dbcef8&oe=5C52A0A0"
"IAAC Opening Lecture 2018 // Massimiliano Fuksas","null","IAAC > Institute for Advanced Architecture of Catalonia","10/11/2018","","10/11/2018","",1,"","","https://www.facebook.com/events/2158845121041361/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q85/s526x296/42896552_10156794200358824_3404501763858890752_n.jpg?_nc_cat=100&oh=43e5922f302d30d49b48b5d496d4dbdd&oe=5C1CBA3C' width='228' height='182' alt='IAAC Opening Lecture 2018 // Massimiliano Fuksas' /></p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q85/s526x296/42896552_10156794200358824_3404501763858890752_n.jpg?_nc_cat=100&oh=43e5922f302d30d49b48b5d496d4dbdd&oe=5C1CBA3C"
"Todo bien hasta ahora. De Cristina Daura","El Diluvio Universal","El Diluvio Universal","10/04/2018","","10/04/2018","",1,"","","https://www.facebook.com/events/1194165587425662/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/42664180_2131663566884395_2066201297433919488_n.jpg?_nc_cat=111&oh=2721014f613d33023bc2b88abc05b30c&oe=5C19D9B0' width='228' height='182' alt='Todo bien hasta ahora. De Cristina Daura' />El Diluvio Universal us convida a la pròxima inauguració, <br />'Todo bien hasta ahora' de Cristina Daura.<br /><br />""Hubo un día hace 4 años que decidí tirarme a la piscina, dejar mi trabajo a tiempo parcial, y dedicarme plenamente a lo que siempre había querido: dibujar. Ahorré un poco y empecé mi vida como autónoma a tiempo completo. Después de 4 años este es el resultado. Por ahora voy bien, duermo tranquila y puedo comer. Pero siempre con el ojo puesto en el fracaso eventual. <br />Todo bien hasta ahora.""<br /><br />www.cristinadaura.tumblr.com<br />www.instagram.com/cdaura/<br /><br />A més a més, farem un brindis por todo lo alto per aquests 5 anys de El Diluvio! Gràcies a Cervesa La Brava per acompanyar-nos!<br />Los ginsgins (aka Gin Tonics) tampoco faltarán ;)<br /><br />Us esperem!</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/42664180_2131663566884395_2066201297433919488_n.jpg?_nc_cat=111&oh=2721014f613d33023bc2b88abc05b30c&oe=5C19D9B0"
"The State of Print - Ambaixada a Barcelona","null","EINA Centre Universitari de Disseny i Art de Barcelona","10/13/2018","","10/13/2018","",1,"","","https://www.facebook.com/events/1764463730349551/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/42980412_2047729208622982_364972933401018368_n.jpg?_nc_cat=106&oh=5e6053a9d40fc7ead904e93da869165c&oe=5C1CE538' width='228' height='182' alt='The State of Print - Ambaixada a Barcelona' /></p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/42980412_2047729208622982_364972933401018368_n.jpg?_nc_cat=106&oh=5e6053a9d40fc7ead904e93da869165c&oe=5C1CE538"
