"EVENT NAME","VENUE NAME","ORGANIZER NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"Zeppelin 2017: «Sonidos concretos» - Festival de músicas electroacústicas y arte sonoro","CCCB","CCCB","11/03/2017","","11/04/2017","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/zeppelin-2017-sonidos-concretos/227670",1,1,"<p><img src='http://www.cccb.org/rcs_gene/zeppelin-2017_cccb.jpg' width='228' height='182' alt='Zeppelin 2017: «Sonidos concretos» - Festival de músicas electroacústicas y arte sonoro' />Este año el festival Zeppelin, proyecto de la Orquesta del Caos, propone dos nuevas jornadas de conciertos y actividades para descubrir las músicas electroacústicas. Esta edición, además, homenajea a uno de los padres de la «música concreta»: Pierre Henry (1927-2017).</p>","http://www.cccb.org/rcs_gene/zeppelin-2017_cccb.jpg"
"¿Nuevo clima, nuevas enfermedades? - Charla con Frederic Bartumeus y Xavier Rodó","CCCB","CCCB","11/14/2017","","","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/nuevo-clima-nuevas-enfermedades/227558",1,1,"<p><img src='data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7' width='228' height='182' alt='¿Nuevo clima, nuevas enfermedades? - Charla con Frederic Bartumeus y Xavier Rodó' />Los profesores de investigación ICREA Frederic Bartumeus (CEAB-CSIC) y Xavier Rodó (ISGlobal) conversarán sobre el rol del cambio climático en la emergencia y la expansión de enfermedades infecciosas</p>","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"A Walk in Fukushima. Don’t Follow the Wind - Instalación en el CCCB","CCCB","CCCB","10/27/2017","","11/12/2017","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/a-walk-in-fukushima-dont-follow-the-wind/227755",1,1,"<p><img src='data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7' width='228' height='182' alt='A Walk in Fukushima. Don’t Follow the Wind - Instalación en el CCCB' />A Walk in Fukushima es un vídeo en 360º rodado en la zona radioactiva y sus inmediaciones. Esta incursión íntima en la zona inaccesible incluye los emplazamientos de la exposición Don't Follow the Wind y llega hasta las proximidades de la central nuclear.</p>","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
